,Unnamed: 0,Style,position,item,ref num,content,colorway 1 ,colorway 2,colorway 3,none,none.1,none.2,amount,0,0.1,0.2,location ,silt,military,ink,port,bone,black,walnut,location,colorway 1,colorway 4,colorway 5,colorway 6,soil,vintage camo broken twill,dusty green,0.3,soil / black,black / oxblood,gunmetal / bombay,dark slate,rust,raven,none.3,none.4,slider ref number,floral print broken twill,black/ rust,bone/ black,gunmetal/ ink,details,colorways,0.4,black overdye denim,brown overdye denim,bone/floral print,rust / black,ink / gunmetal,gunmetal,silt ,bone ,silt / gunmetal,walnut / ink,camo,sand / dark slate,harvest / raven,raw blue denim,pink,ref number,winter 2018/2019,contractor:,soluna
2191,2,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way dadhr die cast wire non locking,,,,,,,,1 per side = 2,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,hem gusset ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,3,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,additional zipper pulls,,supplier/ reference number,,,,,,,,amount,,,,,silt,military,ink,port,bone,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,4,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,branded trims,,supplier/ reference number,,,,,,,,amount,,,,,silt,military,ink,port,bone,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,5,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,"l1-2018-trim-021
l1 donut post shank
black alloy
al023",,luks,,,,,,,,1,,,,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,front waist band closure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,6,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,"l1-2018-trim-020
l1 10mm square rivet
black alloy
al02",,luks,,,,,,,,1,,,,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,"front left hand pocket, bottom edge of opening",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,7,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,"l1-2018-trim-027
l1 faux leather patch
brown ",,please source,,,,,,,,1,,,,,brown faux leather,brown faux leather,brown faux leather,brown faux leather,brown faux leather,brown faux leather,brown faux leather,back left knee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,8,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,"l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  ",,please source,,,,,,,,1,,,,,match to shell,match to shell,match to shell,match to shell,match to shell,match to shell,match to shell,hem front left leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,9,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,trims,,supplier/ reference number,,,,,,,,amount,,,,,silt,military,ink,port,bone,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,10,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,keyclip,,as last year production,,,,,,,,1 per side = 2,,,,,black,black,black,black,black,black,black,right hand pocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,11,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,clear plastic drawcord tips,,none,,,,,,,,1 per side = 2,,,,,clear,clear,clear,clear,clear,clear,clear,drawcord ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,12,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,notions,,supplier/ reference number,,,,,,,,amount,,,,,silt,military,ink,port,bone,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,13,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,"grosgrain 1/4""",,none,,,,,,,,1,,,,,black,black,black,black,black,black,black,right hand pocket attach keyclip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,14,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,"waxed shoe lace 3/8""",,as last year production,,,,,,,,1,,,,,black waxed,black waxed,black waxed,black waxed,black waxed,black waxed,black waxed,waist band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,15,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,velcro,,supplier/ reference number,,,,,,,,amount,,,,,silt,military,ink,port,bone,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,16,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,thread,,spi,,,,,,,,amount,,,,,silt,military,ink,port,bone,black,walnut,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,17,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,"shell seams 1/4"" allowance ",,12 spi (special allowance to avoid seam slip on shell  fabric),,,,,,,,regular thread,,,,,match to shell,match to shell,match to shell,match to shell,match to shell,match to shell,match to shell,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,18,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,seams,,10-12 spi,,,,,,,,none,,,,,match to shell,match to shell,match to shell,match to shell,match to shell,match to shell,match to shell,Feb-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,19,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,topstitch,,8-10 spi,,,,,,,,none,,,,,match to shell,match to shell,match to shell,match to shell,match to shell,match to shell,match to shell,heavy weight topstitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,20,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,bartacks,,none,,,,,,,,none,,,,,match to shell,match to shell,match to shell,match to shell,match to shell,match to shell,match to shell,100/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,21,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,labels ,,supplier/ reference number,,,,,,,,amount,,,,,silt,military,ink,port,bone,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,22,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,hang tags,,supplier/ reference number,,,,,,,,amount,,,,,silt,military,ink,port,bone,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,23,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_TRIMS.csv,care and content labels,,supplier/ reference number,,,,,,,,amount,,,,,silt,military,ink,port,bone,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_SHELL.csv,back right belt loop,brown faux leather,please source,none,,,,,,,,,,,back right belt loop,brown faux leather,brown faux leather,brown faux leather,brown faux leather,brown faux leather,brown faux leather,brown faux leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,9,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_SHELL.csv,"waistband, fly, hand pocket bags",brushed tricot,supplier / ref code,100% polyester,,,,,,,,,,,"waistband, fly, hand pocket bags",black,black,black,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_SHELL.csv,a,cavalry stretch twill,raco / calvary stretch twill 950703-b / 10k/10k / c6 + dwr,none,,,,,,,,,,,a,silt,military,ink,port,bone,black,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_SHELL.csv,location ,insulation,supplier/ reference number,content,,,,,,,,,,,location ,silt,military,ink,port,bone,black,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,5,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_SHELL.csv,location ,lining,supplier/ reference number,content,,,,,,,,,,,location ,silt,military,ink,port,bone,black,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,10,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_SHELL.csv,location ,lower leg lining print (see pdf),supplier/ reference number,content,,,,,,,,,,,location ,silt,military,ink,port,bone,black,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,11,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_SHELL.csv,lower leg front and back,on coated 210t,please source ,none,,,,,,,,,,,lower leg front and back,pantone 16-5807 tcx silt ,pantone 16-5807 tcx silt ,pantone 16-5807 tcx silt ,pantone 16-5807 tcx silt ,pantone 16-5807 tcx silt ,pantone 16-5807 tcx silt ,pantone 16-5807 tcx silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,6,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_SHELL.csv,main body,regular mesh,1606b02 (als-16038),100% polyester,,,,,,,,,,,main body,black,black,black,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,3,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_SHELL.csv,location ,seam tape,supplier/ reference number,content,,,,,,,,,,,location ,silt,military,ink,port,bone,black,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,4,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_SHELL.csv,critically taped,seam tape,tsgs ,none,,,,,,,,,,,critically taped,critically taped,critically taped,critically taped,critically taped,critically taped,critically taped,critically taped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,7,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_SHELL.csv,secondary pocket bags,solid 210t ,solis/ sonp006-1 ,100% nylon,,,,,,,,,,,secondary pocket bags,black,black,black,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,8,L1TA-204-18_HEARTBREAKER_TWILL_04_05_17_SHELL.csv,lower leg & gaiter,solid coated 210t ,solis / sonp006-pu03,100% nylon,,,,,,,,,,,lower leg & gaiter,black,black,black,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,0,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv, #5 coil zipper,,ykk / 5c dalh 1-way semi auto locking,,,,,,,,1,none,none,none,,,,,,,,,fly ,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1726,1,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv, #5 metal zipper,,non ykk / 1-way dadhr die cast wire non locking,,,,,,,,1 per side = 2,none,none,none,,,,,,,,,hand pockets,,,,,,silder/pull/teeth color: x6 black oxides zipper tape color: black,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1727,2,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way dadhr die cast wire non locking,,,,,,,,1 per side = 2,none,none,none,,,,,,,,,leg vent ,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1728,3,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way dadhr die cast wire non locking,,,,,,,,1 per side = 2,none,none,none,,,,,,,,,hem gusset ,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1729,4,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,additional zipper pulls,,supplier/ reference number,,,,,,,,amount,0,0,0,,,,,,,,,location,,,,,,vintage camo broken twill,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
1730,5,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv, 11nt-045 / self fabric pull ,,factory made,,,,,,,,1 per side = 2,none,none,none,,,,,,,,,hand pocket zippers,,,,,,match to shell,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1731,6,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv, 11nt-045 / self fabric pull ,,factory made,,,,,,,,1 per side = 2,none,none,none,,,,,,,,,leg vent zippers,,,,,,match to shell,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1732,7,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,branded trims,,supplier/ reference number,,,,,,,,amount,0,0,0,,,,,,,,,location,,,,,,vintage camo broken twill,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
1733,8,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,"l1-2018-trim-022
l1 19mm shank
black alloy
al023",,luks,,,,,,,,1,none,none,none,,,,,,,,,front waist band closure,,,,,,al023 alloy (d) ,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1734,9,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,"l1-2018-trim-019
l1 10mm denim rivet
black alloy
al023",,luks,,,,,,,,1,none,none,none,,,,,,,,,"front right hand pocket, bottom edge of opening",,,,,,al023 alloy (d) ,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1735,10,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,"l1-2018-trim-020
l1 10mm square rivet
black alloy
al023",,luks,,,,,,,,1,none,none,none,,,,,,,,,"front left hand pocket, bottom edge of opening",,,,,,al023 alloy (d) ,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1736,11,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,"l1-2018-trim-004
brown faux leather hem wrap",,please source,,,,,,,,1,none,none,none,,,,,,,,,back right hand pocket flap,,,,,,brown faux leather,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1737,12,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,"l1-2018-trim-027
l1 faux leather patch
brown ",,please source,,,,,,,,1,none,none,none,,,,,,,,,back left knee,,,,,,brown faux leather,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1738,13,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,"l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  ",,please source,,,,,,,,1,none,none,none,,,,,,,,,hem front left leg,,,,,,match to shell,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1739,14,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,trims,,supplier/ reference number,,,,,,,,amount,0,0,0,,,,,,,,,location,,,,,,vintage camo broken twill,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
1740,15,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,15mm metal snap,,luk's / 404,,,,,,,,1 per side = 2,none,none,none,,,,,,,,,back pocket flaps (hidden),,,,,,al023 alloy (d) ,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1741,16,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,15mm metal snap,,luk's / 404,,,,,,,,"1 female, 2 male",none,none,none,,,,,,,,,sleeve hems,,,,,,al023 alloy (d) ,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1742,17,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,15mm metal snap,,luk's / 404,,,,,,,,1 per side = 2,none,none,none,,,,,,,,,finger snap hem adjust,,,,,,al023 alloy (d) ,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1743,18,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,keyclip,,as last year production,,,,,,,,1 per side = 2,none,none,none,,,,,,,,,right hand pocket,,,,,,black,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1744,19,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,notions,,supplier/ reference number,,,,,,,,amount,0,0,0,,,,,,,,,location,,,,,,vintage camo broken twill,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
1745,20,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,grosgrain,,xxx,,,,,,,,1,none,none,none,,,,,,,,,attach keyclip right hand pocket ,,,,,,black,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1746,21,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,"shell tab 1""",,soluna,,,,,,,,1 per side = 2,none,none,none,,,,,,,,,under leg snaps,,,,,,match to shell,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1747,22,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,"shell tab 1""",,soluna,,,,,,,,1 per side = 2,none,none,none,,,,,,,,,under boot hook,,,,,,match to shell,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1748,23,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,gripper elastic 25mm non logo,,mtt0022,,,,,,,,1,none,none,none,,,,,,,,,powder skirt hem,,,,,,black,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1749,24,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,velcro,,supplier/ reference number,,,,,,,,amount,0,0,0,,,,,,,,,location,,,,,,vintage camo broken twill,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
1750,25,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,thread,,spi,,,,,,,,amount,0,0,0,,,,,,,,,supplier/ ref number,,,,,,vintage camo broken twill,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
1751,26,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,labels ,,supplier/ reference number,,,,,,,,amount,0,0,0,,,,,,,,,location,,,,,,vintage camo broken twill,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
1752,27,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,10k/10k fully seam sealed,,soluna/ main label,,,,,,,,1,none,none,none,,,,,,,,,front left leg,,,,,,10k/10k fully seam sealed,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1753,28,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,size label (sample size s),,soluna/ size label,,,,,,,,1,none,none,none,,,,,,,,,center back waist band,,,,,,"xs, s, m, l",,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1754,29,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,hang tags,,supplier/ reference number,,,,,,,,amount,0,0,0,,,,,,,,,location,,,,,,vintage camo broken twill,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
1755,30,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,womens pant hang tag,,soluna/ womens pant hang tag,,,,,,,,1,none,none,none,,,,,,,,,left side belt loop,,,,,,womens pant hang tag,,none,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,
1756,31,L1TA-203-18-B_SIREN_04_05_17_TRIMS.csv,care and content labels,,supplier/ reference number,,,,,,,,amount,0,0,0,,,,,,,,,location,,,,,,vintage camo broken twill,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
419,8,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,hand pocket bags,brushed tricot,brushed tricot,100% polyester,,,,none,none,none,,,,,hand pocket bags,,,,,,,,,,,,,,black,,,,,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,0,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,location ,insulation,supplier/ reference number,content,,,,0,0,0,,,,,location ,,,,,,,,,,,,,,vintage camo broken twill,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,4,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,location ,lining,supplier/ reference number,content,,,,0,0,0,,,,,location ,,,,,,,,,,,,,,vintage camo broken twill,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,10,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,location ,lower leg lining print (see pdf),supplier/ reference number,content,,,,0,0,0,,,,,location ,,,,,,,,,,,,,,vintage camo broken twill,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,1,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,seat,polyfill,pinneco mantle,100% polyester,,,,none,none,none,,,,,seat,,,,,,,,,,,,,,40g,,,,,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,2,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,knees (front),polyfill,pinneco mantle,100% polyester,,,,none,none,none,,,,,knees (front),,,,,,,,,,,,,,40g,,,,,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,9,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,leg vents,regular mesh,1606b02 (als-16038),100% polyester,,,,none,none,none,,,,,leg vents,,,,,,,,,,,,,,black,,,,,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,3,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,location ,seam tape,supplier/ reference number,content,,,,0,0,0,,,,,location ,,,,,,,,,,,,,,vintage camo broken twill,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,7,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,secondary pocket bags,solid 210t ,solis/ sonp006-1 ,100% nylon,,,,none,none,none,,,,,secondary pocket bags,,,,,,,,,,,,,,black,,,,,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,6,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,lower leg & gaiter,solid 210t ,solis / sonp006-pu03,100% nylon,,,,none,none,none,,,,,lower leg & gaiter,,,,,,,,,,,,,,black,,,,,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,5,L1TA-203-18-B_SIREN_04_05_17_SHELL.csv,legs,solid 210t ,solis/ sonp006-1 ,100% nylon,,,,none,none,none,,,,,legs,,,,,,,,,,,,,,black,,,,,,,,,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,0,L1TA-203-18-A_SIREN_04_05_17_TRIMS.csv, #5 coil zipper,,ykk / 5c dalh 1-way semi auto locking,,,,,,,,1,none,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,fly ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,1,L1TA-203-18-A_SIREN_04_05_17_TRIMS.csv, #5 metal zipper,,non ykk / 1-way dadhr die cast wire non locking,,,,,,,,1 per side = 2,none,,,,silder/pull/teeth color: x6 black oxides zipper tape color: black,silder/pull/teeth color: x6 black oxides zipper tape color: black,silder/pull/teeth color: x6 black oxides zipper tape color: black,,,silder/pull/teeth color: x6 black oxides zipper tape color: black,silder/pull/teeth color: x6 black oxides zipper tape color: black,hand pockets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,2,L1TA-203-18-A_SIREN_04_05_17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way dadhr die cast wire non locking,,,,,,,,1 per side = 2,none,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,leg vent ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,3,L1TA-203-18-A_SIREN_04_05_17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way dadhr die cast wire non locking,,,,,,,,1 per side = 2,none,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,hem gusset ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,4,L1TA-203-18-A_SIREN_04_05_17_TRIMS.csv,additional zipper pulls,,supplier/ reference number,,,,,,,,amount,0,,,,silt,military,ink,,,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,5,L1TA-203-18-A_SIREN_04_05_17_TRIMS.csv, 11nt-045 / self fabric pull ,,factory made,,,,,,,,1 per side = 2,none,,,,match to shell,match to shell,match to shell,,,match to shell,match to shell,hand pocket zippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,6,L1TA-203-18-A_SIREN_04_05_17_TRIMS.csv, 11nt-045 / self fabric pull ,,factory made,,,,,,,,1 per side = 2,none,,,,match to shell,match to shell,match to shell,,,match to shell,match to shell,leg vent zippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,7,L1TA-203-18-A_SIREN_04_05_17_TRIMS.csv,branded trims,,supplier/ reference number,,,,,,,,amount,0,,,,silt,military,ink,,,black,walnut,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,8,L1TA-203-18-A_SIREN_04_05_17_TRIMS.csv,"l1-2018-trim-022
l1 19mm shank
black alloy
al023",,luks,,,,,,,,1,none,,,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,al023 alloy (d) ,al023 alloy (d) ,front waist band closure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,9,L1TA-203-18-A_SIREN_04_05_17_TRIMS.csv,"l1-2018-trim-019
l1 10mm denim rivet
black alloy
al023",,luks,,,,,,,,1,none,,,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,al023 alloy (d) ,al023 alloy (d) ,"front right hand pocket, bottom edge of opening",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
