,style,description ,ref,Fabric,Trims,Supplier,location,Qty,Color way-1,Color way-2,Color way-3,Color way-4,Color way-5
242,lfv11440,embroidery leaf 20mm,nan,0,1,local / ming shyang,"center on top back / 
inner jkt",1,"eclipse blue
30055",black,nan,nan,nan
243,lfv11440,labels  outer jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
244,lfv11440,"climactive labels
",lw050-e,0,1,triple star,left side seam ,1,standard,nan,nan,nan,nan
245,lfv11440,"main labels
",lw033-e,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan
246,lfv11440,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan
247,lfv11440,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,white satin,nan,nan,nan,nan
248,lfv11440,labels inner jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
249,lfv11440,"main label
",lw034-e,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan
250,lfv11440,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan
251,lfv11440,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,standard,nan,nan,nan,nan
252,lfv11440, hang tag,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
253,lfv11440,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper ,1,standard,nan,nan,nan,nan
254,lfv11440,hang tag low impact,ht394299-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan
255,lfv11440,hangtag lafuma corporate,ht-394082-e,0,1,triple star,left side pocket,1,standard,nan,nan,nan,nan
256,lfv11440,"hang tag climactive
","small
ht394146-e",0,1,triple star,insert on corporate ht,1,standard,nan,nan,nan,nan
257,lfv11440,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan
258,lfv11440,gencode sticker,nan,1,0,local,nan,2,standard,nan,nan,nan,nan
259,lfv11440,polybag,nan,1,0,local,nan,1,standard,nan,nan,nan,nan
260,lfv11440,nan,nan,1,0,local,nan,1,standard,nan,nan,nan,nan
261,lfv11441,"zipper vislon #7
2ways - separable- autolock",nan,0,1,"max
zipper",front zip ,1,"eclipse blue
tape : 960
teeth : dark nickel","grey
tape : 301
teeth : dark nickel","black
tape : 580
teeth : dark nickel",nan,nan
262,lfv11441,"zipper nylon inverted #3 
1way - non separable - non lock  - drop puller
sn31wdm",nan,0,1,"max
zipper",billfold pocket ,1,"eclipse blue
 960","grey
301","black
580",nan,nan
263,lfv11441,cord puller,zp072-e,0,1,dragon times,front opening (1),1,noir,noir,noir,nan,nan
264,lfv11441,"snap button 
17mm","bs053-e
short tube",0,1,"unitex
 ref#
113-35205-c04426","2x top front
1x bottom front
2x cuff (only female
2x bottom pocket flap",9,"oxyde black
s9998","oxyde black
s9998","oxyde black
s9998",nan,nan
265,lfv11441,"snap button invisible
17mm",nan,0,1,local,"3x front
5x removable hood",8,dark antic ,dark antic ,dark antic ,nan,nan
266,lfv11441,"velcro female ( rounded corner)
20x100mm",nan,0,1,local,"back hood adjustment
on  garment  ",1,"tone on tone
to539","tone on tone
to536",black,nan,nan
267,lfv11441,"velcro male ( rounded corner)
20x60mm",nan,0,1,local,"back hood adjustment 
on  flap ",1,"tone on tone
to539","tone on tone
to536",black,nan,nan
268,lfv11441,marking  outer jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
269,lfv11441,embroidery  lafuma 72 mm,nan,0,1,local / ming shang,right front / top,1,"eclipse blue
30055","grey
40028","black
9000",nan,nan
270,lfv11441,embroidery lafuma feuille 20 mm,nan,0,1,local / ming shang,left sleeve / top,1,"eclipse blue
30055","grey
40028","black
9000",nan,nan
271,lfv11441, climactive woven fly,lw050-e,0,1,triple star,bottom left back,1,standard,standard,standard,nan,nan
272,lfv11441,marking  outer jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
273,lfv11441,main label medium size,lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan
274,lfv11441,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan
275,lfv11441,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,white satin ,nan,nan,nan,nan
276,lfv11441, hang tag,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
277,lfv11441,hangtag lafuma corporate,"small
ht-394082-e",0,1,triple star,attach on left side pocket,1,standard,nan,nan,nan,nan
278,lfv11441,"hang tag climactive
","small
ht394146-e",0,1,triple star,insert on corporate ht,1,standard,nan,nan,nan,nan
279,lfv11441,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan
280,lfv11441,gencode sticker,nan,0,1,local,nan,2,standard,nan,nan,nan,nan
281,lfv11441,"silica gel dmf u free
5gr",nan,0,1,local,nan,1,nan,nan,nan,nan,nan
282,lfv11441,polybag,nan,0,1,local,for garment packing ,1,standard,nan,nan,nan,nan
283,lfv11441,nan,nan,0,1,local,hang tags,1,standard,nan,nan,nan,nan
284,lfv11442,"shell 1
pfm0025u87 3l",nan,1,0,flyingtex,full garment,nan,noir,saphir,leather brown,nan,nan
285,lfv11442,full seam tape,nan,1,0,local,full seam tape,nan,"ton/ton
grey","ton/ton
grey","ton/ton
grey",nan,nan
286,lfv11442,"non woven
",nan,1,0,local,flaps + embroideries backside,nan,black,black,black,nan,nan
287,lfv11442,"zipper delrin # 5
1way - separable - autolock
sd51ma.rt",nan,0,1,"max
zipper",front zip,1,"black
tape : 580
teeth : dark nickel","eclipse blue
tape : 960
teeth : dark nickel","leather brown
tape : 079
teeth : dark nickel",nan,nan
288,lfv11442,"zipper delrin # 5
1way - non separable - non lock
sd51ma.rt",nan,0,1,"max
zipper",2x pocket zipper,2,"black
tape : 580
teeth : dark nickel","eclipse blue
tape : 960
teeth : dark nickel","leather brown
tape : 079
teeth : dark nickel",nan,nan
289,lfv11442,"zipper vislon #5 (left insert)
1way - separable - autolock -
vsor-56 da86 e p14 kensin musi n-anti newkob4",nan,0,1,ykk,1x jacket connection,1,"black
580","eclipse blue
960","leather brown
079",nan,nan
290,lfv11442,cord puller,zp072-e,0,1,dragon times,1x front zipper,1,noir,noir,noir,nan,nan
291,lfv11442,"17mm flat metal snap  
(male & female parts)","bs053-e
short tube",0,1,"unitex
 ref#
113-35205-c04426","2x cuff tab
1x chest pocket flap",3,"black
s9998","black
s9998","black
s9998",nan,nan
292,lfv11442,"17mm flat metal snap  
(male part)",nan,0,1,local,2x bottom sleeve,2,antic silver,antic silver,antic silver,nan,nan
293,lfv11442,10mm metal eyelet,nan,0,1,local,"4x front hood adjustment
2x bottom adjustement",6,antic silver,antic silver,antic silver,nan,nan
294,lfv11442,cord stopper 20mm,eis15u-xmstp01,0,1,unitex,1x bottom adjustment,1,noir,saphir,noir,nan,nan
295,lfv11442,small cord stopper 20mm,cs-a7,0,1,unitex,2x front hood adjustment,2,noir,saphir,noir,nan,nan
296,lfv11442,plastic pearl,cp-a1,0,1,unitex,2x front hood adjustment,2,noir,saphir,noir,nan,nan
297,lfv11442,"2,5mm elastic cord ",nan,0,1,local,1x bottom adjustment,1,black,black,black,nan,nan
298,lfv11442,5mm polyester webbing ,eis15u-xmtre01,0,1,yf zipper,2x bottom adjustement to hold stopper and cord,4,noir,saphir,noir,nan,nan
299,lfv11442,12mm nylon webbing ,nan,0,1,local,"1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",3,black,black,black,nan,nan
300,lfv11442,8mm plastic snap,nan,0,1,local,"1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",3,black,black,black,nan,nan
301,lfv11442,embroidery lafuma 72mm,nan,0,1,local / ming shyang,right top front,1,black,"eclipse blue
30055","leather brown
f785",nan,nan
302,lfv11442,embroidery leaf 20mm,nan,0,1,local / ming shyang,left top sleeve ,1,black,"eclipse blue
30055","leather brown
f785",nan,nan
303,lfv11442,labels outer jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
304,lfv11442,"climactive labels
",lw050-e,0,1,triple star,left side seam ,1,black,nan,nan,nan,nan
305,lfv11442,"main labels
",lw033-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan
306,lfv11442,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan
307,lfv11442,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,white satin ,nan,nan,nan,nan
308,lfv11442, hang tag,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
309,lfv11442,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper ,1,nan,nan,nan,nan,nan
310,lfv11442,hang tag low impact,ht394299-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan
311,lfv11442,hangtag lafuma corporate,ht-394082-e,0,1,triple star,left side pocket,1,standard,nan,nan,nan,nan
312,lfv11442,"hang tag climactive
","small
ht394146-e",0,1,triple star,insert on corporate ht,1,standard,nan,nan,nan,nan
313,lfv11442,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan
314,lfv11442,gencode sticker,nan,0,1,local,nan,2,nan,nan,nan,nan,nan
315,lfv11442,polybag,nan,0,1,local,nan,1,nan,nan,nan,nan,nan
316,lfv11443,"shell 1
pfm0025u87 3l",nan,1,0,flyingtex,full garment,nan,noir,saphir,leather brown,nan,nan
317,lfv11443,full seam tape,nan,1,0,local,full seam tape,nan,"ton/ton
grey","ton/ton
grey","ton/ton
grey",nan,nan
318,lfv11443,"non woven
",nan,1,0,local,flaps + embroideries backside,nan,white,white,white,nan,nan
319,lfv11443,"shell 2
pr20 nylon fd (bulk)",nan,1,0,local,"top yoke, front & back + lining",nan,black,insigna blue,black,nan,nan
320,lfv11443,"shell 3
pr21",nan,1,0,local,sleeve + bottom body,nan,carbone grey,insigna blue,carbone grey,nan,nan
321,lfv11443,"insulation 
padding pk80g",nan,1,0,local,body + sleeves + collar,nan,80g,80g,80g,nan,nan
322,lfv11443,"zipper delrin # 5
1way - separable - autolock
sd51ma.rt",nan,0,1,"max
zipper",front zip,1,"black
tape : 580
teeth : dark nickel","eclipse blue
tape : 960
teeth : dark nickel","leather brown
tape : 079
teeth : dark nickel",nan,nan
323,lfv11443,"zipper delrin # 5
1way - non separable - non lock
sd51ma.rt",nan,0,1,"max
zipper",2x pocket zipper,2,"black
tape : 580
teeth : dark nickel","eclipse blue
tape : 960
teeth : dark nickel","leather brown
tape :079
teeth : dark nickel",nan,nan
324,lfv11443,"zipper vislon #5 (left insert)
1way - separable - autolock -
vsor-56 da86 e p14 kensin musi n-anti newkob4",nan,0,1,ykk,1x jacket connection,1,"black
580","eclipse blue
960","leather brown
079",nan,nan
325,lfv11443,cord puller,zp072-e,0,1,dragon times,1x front zipper,1,noir,noir,noir,nan,nan
326,lfv11443,"17mm flat metal snap  
(male & female parts)","bs053-e
short tube",0,1,"unitex
 ref#
113-35205-c04426","2x cuff tab
1x chest pocket flap",3,"black
s9998","black
s9998","black
s9998",nan,nan
327,lfv11443,"17mm flat metal snap  
(male part)",nan,0,1,local,2x bottom sleeve,2,antic silver,antic silver,antic silver,nan,nan
328,lfv11443,10mm metal eyelet,nan,0,1,local,"4x front hood adjustment
2x bottom adjustement",6,antic silver,antic silver,antic silver,nan,nan
329,lfv11443,"2,5mm elastic cord ",nan,0,1,local,"1x bottom adjustment
1x front hood adjustment",2,black,black,black,nan,nan
330,lfv11443,cord stopper 20mm,eis15u-xmstp01,0,1,unitex,1x bottom adjustment,1,noir,saphir,noir,nan,nan
331,lfv11443,small cord stopper 20mm,cs-a7,0,1,unitex,2x front hood adjustment,2,noir,saphir,noir,nan,nan
332,lfv11443,plastic pearl,cp-a1,0,1,unitex,2x front hood adjustment,nan,noir,saphir,noir,nan,nan
333,lfv11443,5mm polyester webbing ,eis15u-xmtre01,0,1,yf zipper,2x bottom adjustement to hold stopper and cord,4,noir,saphir,noir,nan,nan
334,lfv11443,12mm nylon webbing ,nan,0,1,local,"1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",3,black,black,black,nan,nan
335,lfv11443,8mm plastic snap,nan,0,1,local,"1x back neckline (jkt connection)
2x 7cm from bottom sleeve ( jkt connection)",3,black,black,black,nan,nan
336,lfv11443,"zipper vislon #5 (right insert)
1 way-separable-autolock - reversible - du puller
vsor-58 du4 e p14 kensin musi n-anti newkob4",nan,0,1,ykk,front zip,1,"black
tape : 580
teeth : matt black","eclipse blue
tape : 960
teeth : matt black","leather brown
tape : 580
teeth : matt black",nan,nan
337,lfv11443,lycra binding 10mm folded,eb011-e,0,1,wilson group,bottom sleeve,2,noir,saphir,noir,nan,nan
338,lfv11443,webbing 5mm,eis15u-xmtre01,0,1,yf zipper,"1x back neckline (jkt connection)
2x 4cm from bottom sleeve ( jkt connection)",3,noir,saphir,noir,nan,nan
339,lfv11443,marking outer jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
340,lfv11443,embroidery lafuma 72mm,nan,0,1,local / ming shyang,"right top front
outer jacket",1,black,"eclipse blue
30055","leather brown
f785",nan,nan
341,lfv11443,embroidery leaf 20mm,nan,0,1,local / ming shyang,"left top sleeve 
outer jacket",1,black,"eclipse blue
30055","leather brown
f785",nan,nan
342,lfv11443,labels outer jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
343,lfv11443,"climactive labels
",lw050-e,0,1,triple star,left side seam ,1,black,nan,nan,nan,nan
344,lfv11443,"woven label
",lw033-e,0,1,sml,"on the left pocket
refer to the lining page",1,orange ,nan,nan,nan,nan
345,lfv11443,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan
346,lfv11443,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,white satin ,nan,nan,nan,nan
347,lfv11443,labels inner jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
348,lfv11443,"main label
",lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan
349,lfv11443,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan
350,lfv11443,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,white satin ,nan,nan,nan,nan
351,lfv11443, hang tag,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
352,lfv11443,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper ,1,standard,nan,nan,nan,nan
353,lfv11443,hang tag low impact,ht394299-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan
354,lfv11443,hangtag lafuma corporate,ht-394082-e,0,1,triple star,left side pocket,1,standard,nan,nan,nan,nan
355,lfv11443,"hang tag climactive
","small
ht394146-e",0,1,triple star,insert on corporate ht,1,standard,nan,nan,nan,nan
356,lfv11443,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan
357,lfv11443,gencode sticker,nan,0,1,local,nan,2,nan,nan,nan,nan,nan
358,lfv11443,"silica gel dmf u free
5gr",nan,0,1,local,nan,1,nan,nan,nan,nan,nan
359,lfv11443,polybag,nan,0,1,local,nan,1,nan,nan,nan,nan,nan
360,lfv11445,"shell 1 -
 dt-1598",nan,1,0,drytex,full garment ,nan,asphalte,saphir,nan,nan,nan
361,lfv11445,cotton touch,nan,1,0,local,"bottom, sleeve, collar facing",nan,dark grey,dark grey,nan,nan,nan
362,lfv11445,brushed tricot,nan,1,0,local,pocket bag,nan,black,black,nan,nan,nan
363,lfv11445,"non woven
",nan,1,0,local,embroideries backside,nan,standard,standard,nan,nan,nan
364,lfv11445,"#8 matellic plastic zipper, open end, right insert, autolock slider with dalh puller in enamel", vso-v-86-dalh,0,1,shz,1x front zip,1,"black
tape : 580
teeth : dark nickel","eclipse blue
tape : 960
teeth : dark nickel",nan,nan,nan
365,lfv11445,"zipper reversed # 5
1 way -  non separable - non lock",nan,0,1,max zipper,2x hands pockets,2,"black
580","eclipse blue
960",nan,nan,nan
366,lfv11445,cord puller,zp072-e,0,1,dragon times,1x front zip,1,black,black,nan,nan,nan
367,lfv11445,cotton herringbone twill tape 12mm,nan,0,1,local,1x neckline finishing,1,black,black,nan,nan,nan
368,lfv11445,marking,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
369,lfv11445,embroidery lafuma 72x13mm,nan,0,1,local / ming shyang,right top front,1,black,"eclipse blue
30055",nan,nan,nan
370,lfv11445,embroidery leaf 20mm,nan,0,1,local / ming shyang,left top sleeve,1,black,"eclipse blue
30055",nan,nan,nan
371,lfv11445,main label medium size,lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan
372,lfv11445,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan
373,lfv11445,woven label windactive,lw051-e,0,1,triple star,left side seam ,1,"standard
black",nan,nan,nan,nan
374,lfv11445,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,white satin ,nan,nan,nan,nan
375,lfv11445,hang tag low impact,ht394299-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan
376,lfv11445,hangtag lafuma corporate,"small 
ht-394082-e",0,1,triple star,left side pocket,1,standard,nan,nan,nan,nan
377,lfv11445,hangtag lafuma windactive ,"
small
ht-396073-e",0,1,triple star,"inserted inside corporate hangtag
",1,standard ,nan,nan,nan,nan
378,lfv11445,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan
379,lfv11445,gencode sticker,nan,0,1,local,nan,2,standart,nan,nan,nan,nan
380,lfv11445,"silica gel dmf u free
5gr",nan,0,1,local,nan,1,standard ,nan,nan,nan,nan
381,lfv11445,polybag,nan,0,1,local,nan,1,standard ,nan,nan,nan,nan
382,lfv11463,"shell 1
6302 5k/5k",nan,1,0,libolon,shell1,nan,heather grey,poppy,anthracite grey,nightfall h07b,nan
383,lfv11463,"nylon 210 t
",nan,1,0,local,"sleeve
hood",nan,black,black,black,black,nan
384,lfv11463,mesh lining,nan,1,0,local,body lining,nan,black,black,black,black,nan
385,lfv11463,brushed tricot,nan,1,0,local,"pocket bags
storm flap",nan,black,black,black,black,nan
386,lfv11463,"seam tape  ( local sourcing)
",nan,1,0,local,all seam ( fully seam taped jkt),nan,standard,standard,standard,standard,nan
387,lfv11463,"non woven ( local sourcing)
",nan,1,0,local,flaps + embroideries backside,nan,standard,standard,standard,standard,nan
388,lfv11463,"shell 2
pr20 nylon fd (bulk)
",nan,1,0,nan,inner jkt,nan,"ruby red
19-1627tcx","poppy
17-1664tcx",black,"polar blue
15-4717 tcx",nan
389,lfv11463,nylon 210 t ( local sourcing),nan,1,0,nan,"sleeves
pockets lining ",nan,black,black,black,black,nan
390,lfv11463,"lining
brush tricot  ( local sourcing)
ref: am1378 asia fit",nan,1,0,nan,body lining,nan,black,black,black,black,nan
391,lfv11463,"insulation 
primaloft black eco 100 grs
",nan,1,0,nan,body & sleeve,nan,standard,standard,standard,standard,nan
392,lfv11463,"zipper nylon # 5 - waterproof
1way - separable - autolock cro-56 mwp-ydt 066 dalh",nan,0,1,shz,front zip,1,384/525,090/003,156/048,313/357,nan
393,lfv11463,"zipper vislon # 3  - ""left insert""
1way - separable - autolock 
 vsor-36 da e p12 kensin musi n-anti newkob4",nan,0,1,"ykk musi
zipper",zipper on lining / 3in1 system,1,"grey
183","poppy
818","black
580","north sea
074",nan
394,lfv11463,"zipper reverse # 5
1way - non separable - non lock
sn52max",nan,0,1,"max
zipper","2x hands pockets 
1x chest pocket",3,"grey
183","poppy
818","black
580","north sea
074",nan
395,lfv11463,cord puller,zp072-e,0,1,dragon times,"1 x front opening
2 x front pockets
1x chest pocket",4,port royal,poppy,port royal,north sea,nan
396,lfv11463,"2,5 mm elastic cord ",nan,0,1,local,"bottom adjustment  (1)
hood adjustment (1)",2,"grenat
19-2024 tcx","poppy
17-1664 tcx","grenat
19-2024 tcx","polar blue
15-4717 tcx",nan
397,lfv11463,"mmg cord stopper 
20mm+slit",eis15u-xmstp01,0,1,unitex,"bottom adjustment  (1)
hood adjustment (2)",3,port royal,poppy,port royal,artic ocean,nan
398,lfv11463,plastic pearl,cp-a1,0,1,unitex,hood adjustment (2),2,port royal,poppy,port royal,artic ocean,nan
399,lfv11463,10mm metal eyelet,nan,0,1,local,"bottom adjustment  (2)
hood adjustment (4)",6,antic silver,antic silver,antic silver,antic silver,nan
400,lfv11463,5mm nylon webbing ,eis15u-xmtre01,0,1,yf zipper,"bottom adjustment  (2)
hood adjustment (2)",4,port royal,poppy,port royal,artic ocean,nan
401,lfv11463,12mm nylon webbing ,nan,0,1,local,jkt connection ,3,black,black,black,black,nan
402,lfv11463,8mm plastic snap,nan,0,1,local,jkt connection ,3,black,black,black,black,nan
403,lfv11463,velcro male ( rounded corner) 10x60mm,nan,0,1,local / pahio,3x collar flap (storage hood on collar),3,"ton/ton
0536","ton/ton
0137",black,ton/ton,nan
404,lfv11463,velcro female  ( rounded corner) 10x60mm,nan,0,1,local / pahio,"3x collar
3x bottom back hood (storage hood on collar)",6,"ton/ton
0536","ton/ton
0137",black,ton/ton,nan
405,lfv11463,"velcro female ( rounded corner)
20x100mm",nan,0,1,local / pahio,"back hood adjustment
on  hood",1,"ton/ton
0536","ton/ton
0137",black,ton/ton,nan
406,lfv11463,"velcro male ( rounded corner)
20x60mm",nan,0,1,local / pahio,"back hood adjustment flap
on  hood",1,"ton/ton
0536","ton/ton
0137",black,ton/ton,nan
407,lfv11463,"velcro female ( rounded corner)
20x80mm",nan,0,1,local / pahio," cuff adjustment
on  garment  ",2,"ton/ton
0536","ton/ton
0137",black,ton/ton,nan
408,lfv11463,"velcro male ( rounded corner)
20x60mm",nan,0,1,local / pahio," cuff adjustment
on  flap ",2,"ton/ton
0536","ton/ton
0137",black,ton/ton,nan
409,lfv11463,nan,ref,0,1,supplier ,designation,qty,"ruby red
19-1627tcx","poppy
17-1664tcx",black,"polar blue
15-4717 tcx",nan
410,lfv11463,"zipper vislon # 3 - ""right insert""
1way - separable - autolock
vs(bi color)or -38 du2 e p12 kensin musi n-anti newkob4",nan,0,1,"ykk musi
zipper",front zip,1,864,"poppy
818",301,357,nan
411,lfv11463,5mm webbing ,eis15u-xmtre01,0,1,yf zipper,jkt connection,3,port royal,poppy,black,polar blue,nan
412,lfv11463,elastic binding total width 20mm,eb011-e,0,1,wilson group,"bottom hem
cuff hem",3,wine,poppy,black,polar blue,nan
413,lfv11463,embroidery  lafuma 60 mm,nan,0,1,ming shyang,right front / top,1,"ruby red
f196","poppy
186",10020,"north sea
464",nan
414,lfv11463,embroidery lafuma feuille 20 mm,nan,0,1,ming shyang,left sleeve / top,1,"ruby red
f196","poppy
186",10020,"north sea
464",nan
415,lfv11463, climactive woven fly,lw050-e,0,1,triple star,bottom left back,1,"standart 
black","standart 
black","standart 
black","standart 
black",nan
416,lfv11463,marking  inner jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
417,lfv11463,embroidery  lafuma 60 mm,nan,0,1,ming shyang,right front / top,1,"port royal
m199","poppy
186","grey
e414","north sea
369",nan
418,lfv11463,embroidery lafuma feuille 20 mm,nan,0,1,ming shyang,left sleeve / top,1,"port royal
m199","poppy
186","grey
e414","north sea
369",nan
419,lfv11463,"insulation 
primaloft black eco 100 grs
",l-2000,0,1,primaloft,right side seam / inside jkt,1,standard,standard,standard,standard,nan
420,lfv11463,main label medium size,lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan
421,lfv11463,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan
422,lfv11463,care label & p.o. label,lc011-e,0,1,local,left side seam ,1,white satin ,nan,nan,nan,nan
423,lfv11463,main label medium size,lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan
424,lfv11463,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan
425,lfv11463,care label & p.o. label,lc011-e,0,1,local,left side seam ,nan,white satin ,nan,nan,nan,nan
426,lfv11463,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper,1,standard,nan,nan,nan,nan
427,lfv11463,hang tag low impact,ht394299,0,1,triple star,nan,1,standard,nan,nan,nan,nan
428,lfv11463,hangtag lafuma corporate,"small
ht-394082-e",0,1,triple star,left side pocket,1,standard,nan,nan,nan,nan
429,lfv11463,hang tag climactive,"small
ht394146-e",0,1,triple star,refer artwork for position ,1,standard,nan,nan,nan,nan
430,lfv11463,"hang tag"" primaloft"" black eco ",h-3001,0,1,primaloft,nan,1,standard,nan,nan,nan,nan
431,lfv11463,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan
432,lfv11463,gencode sticker,nan,1,0,local,nan,2,nan,nan,nan,nan,nan
433,lfv11463,"silica gel dmf u free
5gr",nan,1,0,local,nan,1,nan,nan,nan,nan,nan
434,lfv11463,polybag,nan,1,0,local,nan,1,nan,nan,nan,nan,nan
435,lfv11464,"shell 1
6302 5k/5k",nan,1,0,libolon,shell 1,nan,heather grey,heather grey,poppy,anthracite grey,"nightfall 
h07b"
436,lfv11464,"nylon 210 t
",nan,1,0,local,"front
sleeves
hood",nan,"steel grey 
18-0201 tcx",black,black,black,black
437,lfv11464,mesh lining,nan,1,0,local,back,nan,"steel grey 
18-0201 tcx",black,black,black,black
438,lfv11464,brushed tricot,nan,1,0,local,"pocket bags
chin protection",nan,"steel grey 
18-0201 tcx",black,black,black,black
439,lfv11464,"seam tape  ( local sourcing)
",nan,0,1,local,full,nan,clear,clear,clear,clear,clear
440,lfv11464,"non woven ( local sourcing)
",nan,1,0,local,flaps + embroideries backside,nan,white,white,white,white,white
441,lfv11467,"inverted coil #5
1way - separable- autolock
sn51ma.rt",nan,0,1,"max
zipper",front zip ,1,"poppy
818","grey
183","poppy
818","black
580","north sea
074"
442,lfv11467,"inverted coil #5
1way-  non separable - non lock
sn52max 
",nan,0,1,"max
zipper",hands pockets ,2,"poppy
818","dark grey
156","poppy
818","black
580","north sea
074"
443,lfv11467,"zipper vislon # 3 - left insert
- 1way - separable - autolock
 vsor-36 da e p12 kensin musi n-anti newkob4",nan,0,1,"ykk 
zipper",inside jkt / 3in1 system,1,"poppy
818","dark grey
156","poppy
818","black
580","north sea
074"
444,lfv11467,"inverted coil  #3 
non separable - non lock - drop puller
sn31wdm ",nan,0,1,"max
zipper",inner pocket ,1,"poppy
818","dark grey
156","poppy
818","black
580","north sea
074"
445,lfv11467,cord puller,zp072-e,0,1,dragon times,"front zipper 1x
hand pockets 2x",3,poppy,port royal,poppy,port royal,north sea
446,lfv11467,"12mm flat metal snap  
(male & female) 5 (nvisible)",nan,0,1,local,"front opening
",5,antic silver,antic silver,antic silver,antic silver,antic silver
447,lfv11467,12mm nylon webbing ,nan,0,1,local,"jkt connection 
neckline  (1)
sleeves connection(2)",3,black,black,black,black,black
448,lfv11467,8mm plastic snap,nan,0,1,local,"jkt connection 
neckline  (1)
sleeves connection(2)",3,black,black,black,black,black
449,lfv11467,"2,5 mm elastic cord ",nan,0,1,local,"bottom adjustment (1)
hood adjustment ( 1)",2,"poppy
17-1664 tcx","grenat
19-2024 tcx","poppy
17-1664 tcx","grenat
19-2024 tcx",black
450,lfv11467,"mmg cord stopper 20mm
+ slit 
",eis15u-xmstp01,0,1,unitex,"bottom adjustment  (1)
hood adjustment ( 2)",3,poppy,port royal,poppy,port royal,noir
451,lfv11467,plastic pearl,cp-a1,0,1,unitex,hood adjustment  (2),2,poppy,port royal,poppy,port royal,noir
