,item,supplier,ref,description,spec,width:,weight:,position,qty,price/unit,unit,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,brand,style,fabric,trims,outer,inner
141,fit-ht-gen,daeyong,,general fit insert,,,,insert,1,0.11,0.11,x,x,x,x,none,none,,,scott usa,m defined tech jkt,0,1,1,0
142,fit-ht-athl,daeyong,,athletic fit hangtag,,,,top of hang tag,1,0.055,0.055,x,x,x,x,none,none,,,scott usa,m defined tech jkt,0,1,1,0
143,duro-ht-uv-2,daeyong,,duroshade hangtag,,,,insert,1,0.1,0.1,x,x,x,x,none,none,,,scott usa,m defined tech jkt,0,1,1,0
144,dryo-ht-wr-2,daeyong,,dryozone dwr hangtag,,,,insert,1,0.1,0.1,x,x,x,x,none,none,,,scott usa,m defined tech jkt,0,1,1,0
145,lm792 2.5l,premiere,,"shell fabric at side hood panels, front collar, sleeves, front and back body, outer cuff,  self fabric binding (where needed) and binding at cf zipper tape edge, windflap, back hood tunnel",,,,none,none,5,yard,plum violet,carrot orange,dark blue,none,none,none,,,scott usa,w trail mtn wb 40 jacket,1,0,1,0
146,sotl085-pu01,solis,,"shell fabric at side hood panels, front collar, sleeves, front and back body, outer cuff,  self fabric binding (where needed) and binding at cf zipper tape edge, windflap, back hood tunnel",,,,none,none,3,yard,none,none,none,dark grey melange,none,none,,,scott usa,w trail mtn wb 40 jacket,1,0,1,0
147,lm792 2.5l,premiere,,"shell fabric at middle hood panel, side seam panels",,,,none,none,5,yard,carrot orange,carrot orange,dark blue,none,none,none,,,scott usa,w trail mtn wb 40 jacket,1,0,1,0
148,sotl085-pu01,solis,,"shell fabric at middle hood panel, side seam panels",,,,none,none,3,yard,none,none,none,dark grey melange,none,none,,,scott usa,w trail mtn wb 40 jacket,1,0,1,0
149,sck-757s,singtex,,inner knit cuffs,,,,none,none,4.8,yard,caviar black,caviar black,caviar black,caviar black,none,none,,,scott usa,w trail mtn wb 40 jacket,1,0,1,0
150,l1025 sw,r.m. interlinings ltd.,,non woven interlining,,,,windflap,none,0.1,yard ,stock white,stock white,stock white,stock white,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
151,ym11-3527,youngone,,1 layer stretch mesh,,,,pocket bag,none,2.7,yard,dark grey,dark grey,dark grey,dark grey,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
152,cifor-39 dsbyg (h3),ykk,,"#3 coil, open end, right insert, dsbyg slider ",,,,cf zipper,1,none,0,bayberry green,plum violet,dark blue,dark grey,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
153,chc-36 dadr2a e  ,ykk,,"#3 invisible coil, closed end, dadr2a slider",,,,right side seam small pocket zipper,1,none,0,bayberry green,plum violet,dark blue,dark grey,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
154,tba,tba,,reflective webbing,,,, back hood pull,1,0.35,yard,reflective silver,reflective silver,reflective silver,reflective silver,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
155,"1/4"" elastic",woosung  ,,"1/4"" elastic",,,,sides of hood,none,0.056,yard,stock white,stock white,stock white,stock white,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
156,"1"" elastic",woosung  ,,"1"" elastic",,,,"back cuff, front hem",none,none,yard,white,white,white,white,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
157,pca224,utx,,cordlock,,,,back of hood (1),1,0.06,0.058,dark grey,dark grey,dark grey,dark grey,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
158,10mm grosgrain ribbon,woosung,,grosgrain ribbon           ,,,,anchor for pca224 cordlock at back hood,none,0.05,yard,dark grey,dark grey,dark grey,dark grey,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
159,2mm shockcord,woosung  ,,custom braid,,,,hood,none,0.11,yard,bayberry green,plum violet,orchid violet,dark grey,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
160,7mm thread eyelet,coats,,thread eyelet,,,,back of hood adjustment shockcord exit,1,none,yard,carrot orange,carrot orange,dark blue,dark grey,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
161,thad01p10gbk10,jrc,,10mm reflective perf tape,,,,cb neck,none,none,yard,graphite black,graphite black,graphite black,graphite black,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
162,rht-004,tba,,reflective heat transfer,,,,front left chest,1,0.44,0.44,reflective opal green,reflective plum violet,reflective orchid purple,reflective silver,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
163,rht-009,tba,,reflective heat transfer,,,,right bicep,1,0.556,0.556,reflective opal green,reflective plum violet,reflective orchid purple,reflective silver,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
164,laser cut holes,factory,,laser cut holes,,,,under venting flap (front & back),none,none,0,x,x,x,x,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
165,w_t43_bd,wwd,,heat transfer main interior label w/size/country,,,,interior cb neck,1,0.13,0.13,x,x,x,x,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
166,sco-lb-adrs    ,daeyong ,,address/rn & ca #s           ,,,,under normal care label      ,1,0.06,0.06,x,x,x,x,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
167,8mm grosgrain ,woosung,,grosgrain,,,,locker loop,none,0.04,yard,dark grey,dark grey,dark grey,dark grey,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
168,ccl-094,daeyong,,care content labels,,,,interior left side seam,1,0.035,0.035,x,x,x,none,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
169,ccl-001,daeyong,,care content labels,,,,interior left side seam,1,0.035,0.035,none,none,none,x,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
170,po label,daeyong ,,po label- for bulk only!,,,,under normal care label      ,1,0.005,0.005,white,white,white,white,none,none,,,scott usa,w trail mtn wb 40 jacket,0,1,1,0
171,4560,dti,,"collar, chest, sleeves, back yoke, back body",,,,none,none,11.87,meter,mahogany red,caviar black,nightfall blue,none,none,none,,,scott usa,w  defined merino po,1,0,1,0
172,sck-757s,singtex,,"cuffs, hem collar facing",,,,none,none,4.8,yard,ruby red,mahogany red,nightfall blue,none,none,none,,,scott usa,w  defined merino po,1,0,1,0
173,gramax thread,coats,,normal flatlock,,,,cb yoke and top collar,none,none,none,mahogany red,caviar black,nightfall blue,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
174,dp-634,taekwang,,direct matte print,,,,upper left chest,none,0.38,0,ruby red,mahogany,darker nightfall blue,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
175,dp-755,taekwang,,direct matte print,,,,left cuff,1,0.38,0.38,ruby red,mahogany,darker nightfall blue,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
176,ats,factory,,ats,,,,collar drawcord exit,none,none,0,caviar black,caviar black,caviar black,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
177,w-int-20,daeyong,,w's main interior label           ,,,,cb neck seam      ,1,0.108,0.108,x,x,x,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
178,8mm grosgrain ribbon    ,woosung  ,,grosgrain ribbon           ,,,,cb neckseam locker loop      ,1,0,0,dark grey,dark grey,dark grey,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
179,sco-41    ,daeyong,,country of origin           ,,,,cb neck seam under main interior label      ,1,0.015,0.015,none,none,none,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
180,tba,daeyong,,care content labels,,,,left side seam,1,0.03,0.03,x,x,x,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
181,ccl-ht-lb,daeyong,,heat transfer washing instruction label,,,,behind care label,1,0.03,0.03,black,black,black,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
182,sco-lb-can-,daeyong,,customs label,,,,left side seam behind care label,1,0.075,0.075,x,x,x,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
183,po label,daeyong ,,po label- for bulk only!,,,,left side seam,1,0.005,0.005,white,white,white,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
184,w-ht-lay,daeyong,,w's layering hangtag         ,,,,left side       ,1,0.22,0.22,x,x,x,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
185,hangtag pin,daeyong,,pin for hangtags,,,,left side       ,1,0,0,x,x,x,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
186,fit-ht-gen,daeyong,,general fit insert,,,,insert,1,0.11,0.11,x,x,x,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
187,fit-ht-athl,daeyong,,athletic fit hangtag,,,,left side,1,0.055,0.055,x,x,x,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
188,duro-ht-uv-2,daeyong,,duroshade hangtag,,,,insert,1,0.1,0.1,x,x,x,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
189,mapp    ,mapp,,mapp hangtag        ,,,,left side,1,0,0,x,x,x,none,none,none,,,scott usa,w  defined merino po,0,1,1,0
190,sck-757s,singtex,,"shell fabric at collar, upper sleeves, upper chest, upper back, lower front body, lower back body, windflap at collar, zipper tape finish, inner placket binding",,,,none,none,4.8,yard,mahogany red,caviar black,galaxy blue,nightfall blue,mahogany red,none,,,scott usa,w defined mid pullover,1,0,1,0
191,sck-757s,singtex,,"shell fabric at underarms, lower sleeves, middle front body, middle back body",,,,none,none,4.8,yard,ruby red,caviar black,galaxy blue,nightfall blue,mahogany red,none,,,scott usa,w defined mid pullover,1,0,1,0
192,st967 double weave,premiere,,bonded overlay at lower right pocket,,,,none,none,4.64,yard,caviar black,caviar black,irong grey,nightfall blue,caviar black,none,,,scott usa,w defined mid pullover,1,0,1,0
193,cfc-39 dsbsos02a (h3)       ,ykk,,"#3 coil, closed end, dsbsos02a slider",,,,cf zipper,1,0.36,0.36,ruby red,caviar black,galaxy blue,nightfall blue,ruby red,none,,,scott usa,w defined mid pullover,0,1,1,0
194,cfc-36 dablh (e)           ,ykk,,"#3 coil, closed end, dablh slider",,,,lower right pocket ,1,0.15,0.15,ruby red,caviar black,galaxy blue,nightfall blue,ruby red,none,,,scott usa,w defined mid pullover,0,1,1,0
195,zp-562/3    ,utx,,pop in puller           ,,,,lower right pocket,1,0.049,0.049,caviar black,caviar black,galaxy blue,nightfall blue,caviar black,none,,,scott usa,w defined mid pullover,0,1,1,0
196,gramax thread,coats,,normal flatlock,,,,all flatlock seams,none,none,none,mahogany red,caviar black,galaxy blue,nightfall blue,mahogany red,none,,,scott usa,w defined mid pullover,0,1,1,0
197,dp-634,taekwang,,direct matte print,,,,upper left front,1,0.38,0.38,ruby red,mahogany red,pacific blue,darker nightfall blue,ruby red,none,,,scott usa,w defined mid pullover,0,1,1,0
198,dp-755,taekwang,,direct matee print,,,,left sleeve at cuff,1,0.38,0.38,mahogany red,mahogany red,pacific blue,darker nightfall blue,ruby red,none,,,scott usa,w defined mid pullover,0,1,1,0
199,w-int-size,daeyong,,w's main interior label           ,,,,cb neck seam      ,1,0.045,0.045,x,x,x,x,x,none,,,scott usa,w defined mid pullover,0,1,1,0
200,8mm grosgrain ribbon    ,woosung  ,,grosgrain ribbon           ,,,,cb neckseam locker loop      ,1,0,0,dark grey,dark grey,dark grey,dark grey,dark grey,none,,,scott usa,w defined mid pullover,0,1,1,0
201,ccl-149,daeyong,,care content labels,,,,left side seam,1,0.03,0.03,x,x,x,x,x,none,,,scott usa,w defined mid pullover,0,1,1,0
202,po label,daeyong ,,po label- for bulk only!,,,,left side seam,1,0.005,0.005,white,white,white,white,white,none,,,scott usa,w defined mid pullover,0,1,1,0
203,w-ht-lay,daeyong,,w's layering hangtag         ,,,,left side       ,1,0.22,0.22,x,x,x,x,x,none,,,scott usa,w defined mid pullover,0,1,1,0
204,hangtag chain,daeyong,,chain for hangtag,,,,left side       ,1,0.06,0.06,x,x,x,x,x,none,,,scott usa,w defined mid pullover,0,1,1,0
205,fit-ht-gen,daeyong,,general fit insert,,,,insert,1,0.11,0.11,x,x,x,x,x,none,,,scott usa,w defined mid pullover,0,1,1,0
206,fit-ht-athl,daeyong,,athletic fit hangtag,,,,top of hang tag,1,0.055,0.055,x,x,x,x,x,none,,,scott usa,w defined mid pullover,0,1,1,0
207,duro-ht-4s-2,daeyong,,duroxpand hangtag,,,,insert,1,0.1,0.1,x,x,x,x,x,none,,,scott usa,w defined mid pullover,0,1,1,0
208,duro-ht-uv-2,daeyong,,duroshade hangtag,,,,insert,1,0.1,0.1,x,x,x,x,x,none,,,scott usa,w defined mid pullover,0,1,1,0
209,fe529-a,premiere,,"hood, collar, front body, inner sleeves, back body, cb, windflap",,,,none,none,none,yard,melon red,galaxy blue,nightfall blue,rainforest gree,ruby red,none,,,scott usa,w defined plus jkt,1,0,1,0
210,fe529-a,premiere,,"shoulders and outer sleeves, sleeve zipper garage",,,,none,none,none,yard,nightfall blue,galaxy blue,nightfall blue,rainforest green,ruby red,none,,,scott usa,w defined plus jkt,1,0,1,0
211,cifor-56 da8blh (e) ,ykk,,"#5 coil, open end, right insert, da8blh slider ",,,,cf zipper,1,0.49,0.49,nightfall blue,pacific blue,nightfall blue,nightfall blue,mahogany red,none,,,scott usa,w defined plus jkt,0,1,1,0
212,cfc-36 dablh (e),ykk,,"#3 coil, closed end, dablh slider",,,,sleeve pocket,1,0.15,0.15,nightfall blue,pacific blue,nightfall blue,nightfall blue,mahogany red,none,,,scott usa,w defined plus jkt,0,1,1,0
213,chc-36 dadr2a (e),ykk,,"#3 invisible coil, closed end, dadr2a ",,,,hand pockets,2,0.27,0.54,melon red,galaxy blue,nightfall blue,nightfall blue,ruby red,none,,,scott usa,w defined plus jkt,0,1,1,0
214,zp-561/5    ,utx,,pop in puller- #5       ,,,,cf zipper,1,0.05,0.05,nightfall blue,galaxy blue,nightfall blue,nightfall blue,caviar black,none,,,scott usa,w defined plus jkt,0,1,1,0
215,zp-562/3    ,utx,,pop in puller- #3        ,,,,sleeve pocket,1,0.049,0.049,nightfall blue,galaxy blue,nightfall blue,nightfall blue,caviar black,none,,,scott usa,w defined plus jkt,0,1,1,0
216,"3/4"" foldable lycra",woosung  ,,"3/4"" foldable lycra",,,,"hood, cuff, and hem",none,0.191,yard,nightfall blue,galaxy blue,nightfall blue,nightfall blue,caviar black,none,,,scott usa,w defined plus jkt,0,1,1,0
217,gramax thread,coats,,normal flatlock,,,,"hood, cf, front body, cb body, hem",none,none,none,melon red,galaxy blue,nightfall blue,rainforest gree,ruby red,none,,,scott usa,w defined plus jkt,0,1,1,0
218,gramax thread,coats,,normal flatlock,,,,shoulder and sleeves,none,none,none,nightfall blue,galaxy blue,nightfall blue,rainforest gree,ruby red,none,,,scott usa,w defined plus jkt,0,1,1,0
219,dp-634,taekwang,,direct matte print           ,,,,upper left front chest,2,0.38,0.76,nightfall blue,pacific blue,melon red,nightfall blue,mahogany red,none,,,scott usa,w defined plus jkt,0,1,1,0
220,dp-755,taekwang,,direct matte print           ,,,,lower left sleeve,1,0.38,0.38,melon red,pacific blue,melon red,nightfall blue,mahogany red,none,,,scott usa,w defined plus jkt,0,1,1,0
221,lc holes,factory,,laser cut holes,,,,cf collar,2,none,0,x,x,x,x,x,none,,,scott usa,w defined plus jkt,0,1,1,0
222,w-int-size,daeyong,,w's main interior label           ,,,,cb neck seam      ,1,0.045,0.045,x,x,x,x,x,none,,,scott usa,w defined plus jkt,0,1,1,0
223,8mm grosgrain ribbon    ,woosung  ,,grosgrain ribbon           ,,,,cb neckseam locker loop      ,1,0,0,dark grey,dark grey,dark grey,dark grey,dark grey,none,,,scott usa,w defined plus jkt,0,1,1,0
224,ccl-001,daeyong,,care content labels,,,,left side seam,1,0.03,0.03,x,x,x,x,x,none,,,scott usa,w defined plus jkt,0,1,1,0
225,po label,daeyong ,,po label- for bulk only!,,,,left side seam,1,0.005,0.005,white,white,white,white,white,none,,,scott usa,w defined plus jkt,0,1,1,0
226,w-ht-lay,daeyong,,w's layering hangtag         ,,,,left side       ,1,0.22,0.22,x,x,x,x,x,none,,,scott usa,w defined plus jkt,0,1,1,0
227,hangtag chain,daeyong,,chain for hangtag,,,,left side       ,1,0.06,0.06,x,x,x,x,x,none,,,scott usa,w defined plus jkt,0,1,1,0
228,fit-ht-gen,daeyong,,general fit insert,,,,insert,1,0.11,0.11,x,x,x,x,x,none,,,scott usa,w defined plus jkt,0,1,1,0
229,fit-ht-athl,daeyong,,athletic fit hangtag,,,,top of hang tag,1,0.055,0.055,x,x,x,x,x,none,,,scott usa,w defined plus jkt,0,1,1,0
230,dryo-ht-wr-2,daeyong,,dryozone dwr hangtag,,,,insert,1,0.1,0.1,x,x,x,x,x,none,,,scott usa,w defined plus jkt,0,1,1,0
231,duro-ht-uv-2,daeyong,,duroshade hangtag,,,,insert,1,0.1,0.1,x,x,x,x,x,none,,,scott usa,w defined plus jkt,0,1,1,0
232,#9068 powerdry,polartec,,"fabric at main body front and back, collar, sleeves, windflap",,,,none,none,11.2,meter,rainforest green,pacific blue,mahogany red,melon red,none,none,,,scott usa,w  defined polar jkt,1,0,1,0
233,please source,none,,mesh,,,,"cf zipper tape finish, windflap edge, hand pocket bags",none,2.05,yard,nightfall blue,galaxy blue,caviar black,nightfall blue,none,none,,,scott usa,w  defined polar jkt,1,0,1,0
234,l1025 sw,r.m. interlinings ltd.,,non woven interlining,,,,windflap,none,0.1,yard,x,x,x,x,none,none,,,scott usa,w  defined polar jkt,1,0,1,0
235,cifor-39 dsbyg (h3),ykk,,"#3 coil, open end, right insert, dsbyg slider",,,,cf zipper,1,none,0,nightfall blue,galaxy blue,ruby red,nightfall blue,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
236,cfc-36 dablh (e),ykk,,"#3 coil, closed end, dablh slider ",,,,hand pocket zippers,2,0.15,0.3,nightfall blue,galaxy blue,ruby red,nightfall blue,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
237,zp-561/5    ,utx,,pop in puller           ,,,,cf zipper,1,0.05,0.05,nightfall blue,galaxy blue,caviar black,nightfall blue,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
238,zp-562/3    ,utx,,pop in puller           ,,,,hand pockets,2,0.049,0.147,nightfall blue,galaxy blue,caviar black,nightfall blue,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
239,normal flatlock stitch,coats-ns,,flatlock stitch,,,,all seams,none,none,none,rainforest green,pacific blue,mahogany red,melon red,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
240,dp-634,taekwang,,direct matte print,,,,left chest,1,0.38,0.38,nightfall blue,galaxy blue,ruby red,nightfall blue,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
241,dp-755,taekwang,,direct matte print,,,,right cuff,1,0.38,0.38,nightfall blue,galaxy blue,ruby red,nightfall blue,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
242,phtw-15 ,polartec,,polartec heat transfer ,,,,right hem,1,0,0,white,white,white,white,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
243,w-int-20,daeyong,,w's main interior label ,,,,cb neck,1,0.15,0.15,x,x,x,x,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
244,8mm grosgrain webbing,daeyong ,,webbing,,,,locker loop,1,0.34,yard,dark grey,dark grey,dark grey,dark grey,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
245,sco-41    ,daeyong,,country of origin           ,,,,cb neckseam      ,1,0.015,0.015,x,x,x,x,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
246,ccl-020,daeyong,,care content labels,,,,left side seam,1,0.035,0.035,x,x,x,x,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
247,po label,daeyong ,,po label- for bulk only!,,,,left side seam,1,0.005,0.005,white,white,white,white,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
248,w-ht-lay,daeyong ,,w's layering hangtag         ,,,,chain at left sleeve pocket,1,0.22,0.22,x,x,x,x,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
249,hangtag chain,daeyong,,chain for hangtag,,,,left side       ,1,0.06,0.06,x,x,x,x,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
250,fit-ht-gen,daeyong,,general fit hang tag,,,,chain at left sleeve pocket,1,0.11,0.11,x,x,x,x,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
251,fit-ht-ath,daeyong,,athletic fit hangtag,,,,chain at left sleeve pocket,1,0.055,0.055,x,x,x,x,none,none,,,scott usa,w  defined polar jkt,0,1,1,0
