,material,interfacing
6809,", , item, , , , , other trims",0
6810,", , key clip, , , , , right hand pocket",0
6811,", , metal boot hook, , , , , front of leg gaiter",0
6812,", , item, , , , , webbing & elastic",0
6813,", , 1/4"" flat webbing x 1 3/4"" loop, , , , , keyclip loop right hand pocket",0
6814,", , webbing 1"" tab, , , , , boot hook reinforcement",0
6815,", , webbing 1"" tab, , , , , ""finger snap hem adjust"" reinforcement",0
6816,", , 23mm non logo gripper elastic, , , , ,  leg gaiter elastic",0
6817,", , spi, , , , , thread",0
6818,", , 12 spi (special allowance to avoid seam slip on shell  fabric), , , , , shell seams 1/4"" allowance ",0
6819,", , 8-10 spi, , , , , denim weight topstitch",0
6820,", , , , , , , bartacks",0
6821,", , item, , , , , l1 marketing",0
6822,", , l1 pant hang tag, , , , , front left belt loop",0
6823,", , l1 pant fit hang tag , , , , , front left belt loop behind main hang tag",0
6824,", , l1 pant size label, , , , , center back waist band facing",0
6825,", , l1 main label, , , , , lining front right",0
6826,", , address label, , , , , lining left side seam",0
6827,", , content label, , , , , lining left side seam",0
6828,", , address label, , , , , lining left side seam",0
6829,", , clear zip tie, , , , , front left belt loop to attach hang tags",0
6830,", , #5 vislon, , , , , center front",0
6831,", , #5 metal, , , , , chest left",0
6832,", , velcro to close, , , , , hand pockets",0
6833,", , #5 coil, , , , , pit zips",0
6834,", , #5 coil, , , , , inside pocket",0
6835,", , description, , , , , zipper pulls",0
6836,", , l1-2016-trim-009 order from luks, , , , , cf",0
6837,", , 11nt-045 self fabric pull, , , , , pit zips",0
6838,", , 11nt-045 self fabric pull, , , , , inside pocket",0
6839,", , description, , , , , cord locks",0
6840,", , knk, , , , , hem",0
6841,", , knk, , , , , hem cord tips",0
6842,", , description, , , , , shockcord",0
6843,", , 3mm stretch shockcord, , , , , hem",0
6844,", , description, , , , , drawcord",0
6845,", , wide cord as on sample, , , , , hood",0
6846,", , description, , , , , elastic",0
6847,", , 1/4"" flat, , , , , lining facing cable guide",0
6848,", , elastine binding, , , , , goggle pocket",0
6849,", , 22mm flat gripper elastic, , , , , pow ",0
6850,", , description, , , , , snaps",0
6851,", , 24l , , , , , cf pow closure",0
6852,", , 24l , , , , , pow skirt gripper elastic",0
6853,", , description, , , , , eyelets",0
6854,", , large metal eyelet, , , , , hood ",0
6855,", , small eyelet, , , , , hem",0
6856,", , description, , , , , webbing",0
6857,", , 1/4"" flat, , , , , hem attach cord locks",0
6858,", , 1"" tab, , , , , pow skirt gripper elastic reinforce snaps",0
6859,", , 1/4"" flat, 1 1/2"" loop, , , , , keyclip",0
6860,", , description, , , , , velcro",0
6861,", , 1/2"" x 1 1/2"" l, , , , , chin",0
6862,", , 1/2"" x 3"" l, , , , , cf",0
6863,", , 1/2"" x 1 3/4"" l, , , , , hand pockets",0
6864,", , 1"" x 3 3/4""l, , , , , cuff body",0
6865,", , 1"" x 2 1/2""l, , , , , cuff tab",0
6866,", , spi, , , , , thread",0
6867,", , , , , , , seams",0
6868,", , , , , , , topstitch",0
6869,", , , , , , , bartacks",0
6870,", , description, , , , , l1 branded trims",0
6871,", , working snap, , , , , chin and hem, pocket flaps",0
6872,", , cap only snap, , , , , cf",0
6873,", , rectangle cord lock, , , , , hood",0
6874,", , faux leather hem wrap, , , , , left chest pocket",0
6875,", , 
l1 faux leather patch, , , , , right hand pocket",0
6876,", , l1 embroidery small, , , , , front left sleeve",0
6877,", , l1 embroidery large, , , , , back right shoulder",0
6878,", , non logo stock, , , , , keyclip right hand pocket",0
6879,", , cut off label, , , , , powder skirt woven label",0
6880,", , knk, , , , , l1 marketing",0
6881,", , hangtag, , , , , shell left underarm",0
6882,", , size label, , , , , lining back neck",0
6883,", , address label, , , , , lining left side seam",0
6884,", , content label, , , , , lining left side seam",0
6885,", , washing label, , , , , lining left side seam",0
6886,", , oxford, , , , , a",0
6887,", , broken twill, , , , , a",0
6888,", , ribbing, , , , , collar, sleeve hem",0
6889,", , insulation, , content, , , location ",0
6890,", , polyfill, , 100% polyester, , , upper body",0
6891,", , polyfill, , 100% polyester, , , sleeves",0
6892,", , polyfill, , 100% polyester, , , seat",0
6893,", , polyfill, , 100% polyester, , , knees (front)",0
6894,", , seam tape, , content, , , location ",0
6895,", , seam tape, , , , , critically taped",0
6896,", , lining, , content, , , location ",0
6897,", , solid quilted satin, , 100% polyester, , , upper body",0
6898,", , solid 210t , , 100% nylon, , , sleeves",0
6899,", , solid 210t , , 100% nylon, , , pants",0
6900,", , solid 210t , , 100% nylon, , , lower leg & gaiter",0
6901,", , solid 210t , , 100% nylon, , , secondary pocket bags",0
6902,", , brushed tricot, , 100% polyester, , , chin guard",0
6903,", , brushed tricot, , 100% polyester, , , hand pocket bags",0
6904,", , regular mesh, , 100% polyester, , , leg vents",0
6905,", , lower leg lining print (see pdf), , content, , , location ",0
6906,", , on coated 210t, , , , , lower leg front and back",0
6907,", ,  #5 coil zipper, , , , , fly ",0
6908,", ,  #3 coil zipper, , , , , leg pocket vertical ",0
6909,", ,  #5 coil zipper, , , , , hem gusset ",0
6910,", , branded trims, , , , , location",0
6911,", , l1-2018-trim-021
l1 donut post shank
black alloy
al023, , , , , front waist band closure",0
6912,", , l1-2018-trim-020
l1 10mm square rivet
black alloy
al02, , , , , front left hand pocket, bottom edge of opening",0
6913,", , l1-2018-trim-027
l1 faux leather patch
brown , , , , , back left knee",0
6914,", , l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  , , , , , hem front left leg",0
6915,", , trims, , , , , location",0
6916,", , keyclip, , , , , right hand pocket",0
6917,", , clear plastic drawcord tips, , , , , drawcord ends",0
6918,", , notions, , , , , location",0
6919,", , grosgrain 1/4"", , , , , right hand pocket attach keyclip",0
6920,", , waxed shoe lace 3/8"", , , , , waist band",0
6921,", , velcro, , , , , location",0
6922,", , thread, , , , , supplier/ ref number",0
6923,", , shell seams 1/4"" allowance , , , , , ",0
6924,", , seams, , , , , 1930/2/1 00:00",0
6925,", , topstitch, , , , , heavy weight topstitch",0
6926,", , bartacks, , , , , 100/2",0
6927,", , labels , , , , , location",0
6928,", , 10k/10k critically seam sealed, , , , , front left leg",0
6929,", , size label (sample size s), , , , , center back waist band",0
6930,", , hang tags, , , , , location",0
6931,", , womens pant hang tag, , , , , left side belt loop",0
6932,", , pant fit hang tag, , , , , ",0
6933,", , care and content labels, , , , , location",0
6934,", , address label, , , , , lining left side seam",0
6935,", , content label, , , , , lining left side seam",0
6936,", , washing label, , , , , lining left side seam",0
6937,", , broken twill 5k/5k hydrophilic coating c6 dwr 80/10, , , , , a",0
6938,", , item, , content, , , insulation",0
6939,", , , , , , , 40g ""cs"" polyfill all over",0
6940,", , item, , content, , , seam tape",0
6941,", , width...seam tape, , , , , critically taped",0
6942,", , item, , content, , , lining",0
6943,", , solid 210d, , , , , chin, hood,  sleeves, body, pocket bags",0
6944,", , solid coated 210d, , , , , lower body & powder skirt ",0
6945,", , regular mesh, , , , , goggle pocket",0
6946,", , stretch lycra, , , , , sleeve gaiter",0
6947,", , microtwill sott023-2l2-i $3.75 , , , , , body",0
6948,", , 1 x 1 polyester  ribbing , , , , , cuff ribbing",0
6949,", , item, , content, , , insulation",0
6950,", , , , , , , 60g ""cs"" polyfill all over",0
6951,", , item, , content, , , seam tape",0
6952,", , , , , , , critically taped",0
6953,", , item, , content, , , lining",0
6954,", , solid quilted 210t, , , , , body",0
6955,", , solid 210t, , , , , sleeves, hand pocket lining",0
6956,", , #5 metal, , , , , center front",0
6957,", , #5 metal, , , , , left arm pocket",0
6958,", , item, , , , , zipper pulls",0
6959,", , l1-2016-trim-009, , , , , cf",0
6960,", , item, , , , , l1 branded trims",0
6961,", , l1 embroidery small, , , , , front left sleeve hem",0
6962,", , l1 embroidery large, , , , , back right ",0
6963,", , l1 metal snap, , , , , hand pocket flaps",0
6964,", , item, , , , , hem",0
6965,", , round drwacord with clear plastic tip, , , , , hem drawcord",0
6966,", , metal grommet, , , , , hem grommets",0
6967,", , item, , , , , velcro",0
6968,", , 1/2"" x 6"", , , , , inner pocket closure",0
6969,", , spi, , , , , thread",0
6970,", , , , , , , seams",0
6971,", , , , , , , topstitch",0
6972,", , , , , , , bartacks",0
6973,", , description, , , , , marketing",0
6974,", , l1 hang tag, , , , , lining cb locker loop",0
6975,", , wp/ breathability // rn ca / made in china, , , , , lining cb facing",0
6976,", , address label, , , , , lining left side seam",0
6977,", , content label, , , , , lining left side seam",0
6978,", , washing label, , , , , lining left side seam",0
6979,", , clear zip tie, , , , , lining locket loop to attach hang tags",0
6980,", , #5 metal, , , , , center front",0
6981,", , #5 coil, , , , , inside pocket",0
6982,", , item, , , , , zipper pulls",0
6983,", , l1 snap on metal zipper pull, , , , , center front",0
6984,", , item, , , , , l1 branded trims",0
6985,", , l1 small embroidery, , , , , front left sleeve",0
6986,", , l1 large embroidery, , , , , back right ",0
6987,", , l1 snap, , , , , hand and chest pockets",0
6988,", , new patch, , , , , chest pocket bag",0
6989,", , item, , , , , snaps",0
6990,", , 24l metal snap, , , , , cf powder skirt closure",0
6991,", , 24l metal snap, , , , , pow skirt: jacket to pant connection on powderskirt hem",0
6992,", , item, , , , , cord locks",0
6993,", , cord lock, , , , , hem cord locks",0
6994,", , cord tip, , , , , hem cord tips",0
6995,", , item, , , , , grommets",0
6996,", , grommet 11.5 mm (large), , , , , hood cord exit",0
6997,", , grommet  8mm diameter, , , , , hem adjust cord exit",0
6998,", , item, , , , , shockcord",0
6999,", , 3mm stretch shockcord, , , , , hem",0
7000,", , item, , , , , drawcord",0
7001,", , 3/8"" black waxed shoe lace with clear plastic tips, , , , , hood",0
7002,", , item, , , , , webbing ",0
7003,", , 1/4"" flat x 1 3/4"" loop, , , , , keyclip loop right hand pocket",0
7004,", , 1/4"" flat webbing loop, , , , , hem cord lock tie down",0
7005,", , plastic keyclip , , , , , right hand pocket",0
7006,", , item, , , , , elastic",0
7007,", , 25mm, , , , , encased in powder skirt",0
7008,", , 25mm, , , , , encased in back of sleeve hem",0
7009,", , elastine binding, , , , , goggle pocket",0
7010,", , 1/4"" flat elastic, , , , , lining media pocket cable guide",0
7011,", , item, , , , , velcro",0
7012,", , 2.5cm x 9cm, , , , , cuff ",0
7013,", , 2.5cm x 6.5cm, , , , , cuff tab",0
7014,", , spi, , , , , thread",0
7015,", , , , , , , seams",0
7016,", , , , , , , topstitch",0
7017,", , , , , , , bartacks",0
7018,", , , , , , , sleeve gaiter cover stitch",0
7019,", , description, , , , , marketing",0
7020,", , l1 hang tag, , , , , left hand pocket zipper head",0
7021,", , wp breath / size label / rn ca / made in ___, , , , , lining cb facing",0
7022,", , address label, , , , , lining left side seam",0
7023,", , content label, , , , , lining left side seam",0
7024,", , washing label, , , , , lining left side seam",0
7025,", , clear zip tie, , , , , front left belt loop to attach hang tags",0
7026,", , cavalry stretch twill, , , , , a",0
7027,", , brown faux leather, , , , , back right belt loop",0
7028,", , insulation, , content, , , location ",0
7029,", , non insulated, , , , , ",0
7030,", , seam tape, , content, , , location ",0
7031,", , seam tape, , , , , critically taped",0
7032,", , lining, , content, , , location ",0
7033,", , regular mesh, , 100% polyester, , , main body",0
7034,", , solid 210t , , 100% nylon, , , secondary pocket bags",0
7035,", , solid coated 210t , , 100% nylon, , , lower leg & gaiter",0
7036,", , brushed tricot, , 100% polyester, , , waistband, fly, hand pocket bags",0
7037,", , lower leg lining print (see pdf), , content, , , location ",0
7038,", , on coated 210t, , , , , lower leg front and back",0
7039,", , #5 coil , , , , , fly ",0
7040,", , #3 coil, , , , , leg pocket",0
7041,", , #5 coil, , , , , right back pocket",0
7042,", , #5 coil, , , , , hem",0
7043,", , item, , , , , l1 branded trims",0
7044,", , 19mm l1 shank , , , , , cf fly",0
7045,", , 10mm square rivet, , , , , front left hand pocket",0
7046,", , l1 17mm metal snap, , , , , back left pocket",0
7047,", , l1 small faux leather patch, , , , , back left leg",0
7048,", , l1 embroidery large, , , , , front left hem",0
7049,", , item, , , , , other trims",0
7050,", , 3/8"" flat waxed shoe lace with clear plastic tips, , , , , waist drawcord",0
7051,", , key clip, , , , , leg pocket",0
7052,", , metal boot hook, , , , , front of leg gaiter",0
7053,", , item, , , , , snaps",0
7054,", , 24l metal snap, , , , , ""finger snap hem adjust"" back leg hem",0
7055,", , item, , , , , webbing & elastic",0
7056,", , 1/4"" flat x 1 3/4"" loop, , , , , keyclip loop leg pocket",0
7057,", , 1"" tab, , , , , boot hook reinforcement",0
7058,", , 1"" tab, , , , , ""finger snap hem adjust"" reinforcement",0
7059,", , 23mm non logo gripper elastic, , , , ,  leg gaiter elastic",0
7060,", , spi, , , , , thread",0
7061,", , 12 spi (special allowance to avoid seam slip on shell  fabric), , , , , shell seams 1/4"" allowance ",0
7062,", , 8-10 spi, , , , , topstitch",0
7063,", , 8-10 spi, , , , , denim weight topstitch",0
7064,", , , , , , , bartacks",0
7065,", , , , , , , ",0
7066,", , item, , , , , l1 marketing",0
7067,", , l1 pant hang tag, , , , , front left belt loop",0
7068,", , l1 pant fit hang tag , , , , , front left belt loop behind pant hang tag",0
7069,", , l1 pant size label, , , , , center back waist band facing",0
7070,", , l1 main label, , , , , lining front right",0
7071,", , address label, , , , , lining left side seam",0
7072,", , content label, , , , , lining left side seam",0
7073,", , address label, , , , , lining left side seam",0
7074,", , clear zip tie, , , , , front left belt loop to attach hang tags",0
7075,", , new stretch twill 10k/10k laminate c6 dwr, $4.28, , 100% poly, , , all shell is same fabric",0
7076,", , item, , content, , , insulation",0
7077,", , , , , , , shell",0
7078,", , item, , content, , , seam tape",0
7079,", , width...seam tape, , , , , fully taped",0
7080,", , item, , content, , , lining",0
7081,", , a-101 regular mesh , , 100% poly, , , main body, ""balls out"" crotch vents",0
7082,", , solid 210t, , 100% nylon, , , back pocket lining ",0
7083,", , coated 210t, , 100% nylon, , , lower leg & gaiter",0
7084,", , 120g brushed tricot, , 100% poly, , , waistband & fly",0
7085,", , 120g brushed tricot, , 100% poly, , , hand pocket lining",0
7086,", , oxford no washout 5k/5k coating + c6 dwr 80/10 $4.00, , 100% poly, , , a",0
7087,", , broken twill 5k/5k hydrophilic coating c6 dwr 80/10, , 100% poly, , , b",0
7088,", , description, , content, , , insulation",0
7089,", , insulation, , 100% poly, , , hood & sleeves",0
7090,", , insulation, , 100% poly, , , body",0
7091,", , description, , , , , seam tape",0
7092,", , bemis , , , , , critically taped",0
7093,", , description, , content, , , lining",0
7094,", , bone collector print, , 100% poly, , , back",0
7095,", , bt-120 120g brushed tricot, , 100% poly, , , chin",0
7096,", , coated 210t, , 100% nylon, , , lower body & pow",0
7097,", , lycra e3953b, , 82% polyester 18% elastane, , , sleeve gaiter",0
7098,", , regular mesh a-1014, , 100% poly, , , vents",0
7099,", , regular mesh a-1014, , 100% poly, , , goggle pocket",0
7100,", , solid 210t, , 100% nylon, , , hood",0
7101,", , solid 210t, , 100% nylon, , , fronts",0
7102,", , solid 210t, , 100% nylon, , , sleeves",0
7103,", , solid 210t, , 100% nylon, , , hand pocket lining",0
7104,", ,  #5 metal zipper, , , , , center front",0
7105,", ,  #5 metal zipper, , , , , chest pocket vertical",0
7106,", ,  #5 coil zipper, , , , , waist ",0
7107,", ,  #5 coil zipper, , , , , leg vents",0
7108,", ,  #5 coil zipper, , , , , hand pockets horizontal",0
7109,", ,  #5 metal zipper, , , , , thigh pocket horizontal",0
7110,", ,  #5 metal zipper, , , , , back pockets",0
7111,", , ""l1-2018-trim-017
l1 zipper pull. graphic debossed 1mm 3.2 cm x 0.92 cm , , , , , center front",0
7112,", , 11nt-045 / self fabric pull, , , , , chest pocket vertical",0
7113,", , 11nt-045 / self fabric pull, , , , , waist ",0
7114,", , 11nt-045 / self fabric pull, , , , , leg vents",0
7115,", , 11nt-045 / self fabric pull, , , , , hand pockets horizontal",0
7116,", , 11nt-045 / self fabric pull, , , , , thigh pocket horizontal",0
7117,", , 11nt-045 / self fabric pull, , , , , back pockets",0
7118,", , branded trims, , , , , location",0
7119,", , l1-2018-trim-004
brown faux leather hem wrap , , , , , chest pocket",0
7120,", , l1-2018-trim-003
faux leather patch, , , , , back right hand pocket",0
7121,", , l1-2018-trim-024
l1 embroidery small
3cm x 2.77cm  , , , , , front left sleeve hem",0
7122,", , l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  , , , , ,  back right",0
7123,", , l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  , , , , , front left hem",0
7124,", , trims, , , , , location",0
7125,", , 15mm metal snap, , , , , sleeve hems",0
7126,", , 15mm metal snap, , , , , finger snap hem adjust",0
7127,", , boot hook, , , , , front gaiter",0
7128,", , keyclip, , , , , right hand pocket",0
7129,", , notions, , , , , location",0
7130,", , grosgrain: 3/4"" wide  (fold in 1/2, 1/2"" finished tab length), , , , , pull tab on velcro lining pocket ",0
7131,", , grosgrain, , , , , attach keyclip right hand pocket ",0
7132,", , shell tab 1"", , , , , under leg snaps",0
7133,", , shell tab 1"", , , , , under boot hook",0
7134,", , encased elastic 1"", , , , , pant leg hem",0
7135,", , gripper elastic 25mm non logo, , , , , powder skirt hem",0
7136,", , velcro, , , , , location",0
7137,", , 1/2"" x 1 1/2"" velcro with rounded corners, , , , , chest pocket flap",0
7138,", ,  1/2"" x 5 1/2"" (1/2"" shorter that pocket length, wmns pocket is 6"") velcro with rounded corners, , , , , lining pocket",0
7139,", , thread, , , , , supplier/ ref number",0
7140,", , seams, , , , , 1930/2/1 00:00",0
7141,", , topstitch, , , , , heavy weight topstitch",0
7142,", , bartacks, , , , , 100/2",0
7143,", , labels , , , , , location",0
7144,", , 10k/10k critically seam sealed, , , , , center back below neck seam",0
7145,", , size label (sample size s), , , , , center back below main label",0
7146,", , hang tags, , , , , location",0
7147,", , womens jacket hang tag, , , , , left side hand pocket zipper",0
7148,", , care and content labels, , , , , location",0
7149,", , address label, , , , , lining left side seam",0
7150,", , content label, , , , , lining left side seam",0
7151,", , washing label, , , , , lining left side seam",0
7152,", , calvary stretch twill, , 100% polyester, , , a",0
7153,", , leather, , , , , back right belt loop",0
7154,", , insulation, , content, , , location ",0
7155,", , non insulated, , , , , ",0
7156,", , seam tape, , content, , , location ",0
7157,", , seam tape, , , , , fully taped",0
7158,", , lining, , content, , , location ",0
7159,", , regular mesh, , 100% polyester, , , main body",0
7160,", , solid 210t , , 100% nylon, , , secondary pocket bags",0
7161,", , solid coated 210t, , 100% nylon, , , lower leg & gaiter",0
7162,", , brushed tricot, , 100% polyester, , , waistband, fly, hand pocket bags",0
7163,", , lower leg lining print (see pdf), , content, , , location ",0
7164,", , on coated 210t, , , , , lower leg front and back",0
7165,", , micro twill 5k5k coating c6 wr $3.75, , 100%poly, , , a",0
7166,", , need to source , , , , , ribbing",0
7167,", , item, , content, , , insulation",0
7168,", , , , , , , 60 ""cs"" polyfill all over",0
7169,", , item, , content, , , seam tape",0
7170,", , , , , , , critically taped",0
7171,", , item, , content, , , lining",0
7172,", , brushed tricot, , , , , chin & hand pocket bags",0
7173,", , blossom print satin, , , , , body & hood",0
7174,", , solid 210t, , , , , sleeves , inner pocket lining, sleeve pocket lining",0
7175,", , #5 coil, , , , , fly ",0
7176,", , #3 coil, , , , , leg pocket",0
7177,", , #5 coil, , , , , hem",0
7178,", , item, , , , , l1 branded trims",0
7179,", , 17mm donut post shank, , , , , cf fly",0
7180,", , 10mm square rivet, , , , , front right hand pocket, back left hand pocket",0
7181,", , 10mm denim rivet , , , , , front pocket edges",0
7182,", , l1 small faux suede patch, , , , , back left knee",0
7183,", , l1 embroidery large, , , , , front left hem",0
7184,", , item, , , , , other trims",0
7185,", , 3/8"" flat waxed shoe lace with clear plastic tips, , , , , waist drawcord",0
7186,", , key clip, , , , , leg pocket",0
7187,", , item, , , , , webbing & elastic",0
7188,", , 1/4"" flat x 1 3/4"" loop, , , , , keyclip loop leg pocket",0
7189,", , spi, , , , , thread",0
7190,", , 12 spi (special allowance to avoid seam slip on shell  fabric), , , , , shell seams 1/4"" allowance ",0
7191,", , 8-10 spi, , , , , seams",0
7192,", , 8-10 spi, , , , , denim weight topstitch",0
7193,", , , , , , , bartacks",0
7194,", , item, , , , , l1 marketing",0
7195,", , l1 pant hang tag, , , , , front left belt loop",0
7196,", , denim warning hang tag, , , , , front left belt loop behind main hang tag",0
7197,", , l1 pant fit hang tag , , , , , front left belt loop behind denim dye warning hang tag",0
7198,", , l1 wmns pant size label, , , , , center back waist band facing",0
7199,", , l1 wmns main label, , , , , lining front right",0
7200,", , address label, , , , , lining left side seam",0
7201,", , content label, , , , , lining left side seam",0
7202,", , address label, , , , , lining left side seam",0
7203,", , clear zip tie, , , , , front left belt loop to attach hang tags",0
7204,", , #5 metal, , , , , fly ",0
7205,", , item, , , , , l1 branded trims",0
7206,", , 17mm donut post shank, , , , , cf fly",0
7207,", , 10mm square rivet , , , , , front left hand pocket",0
7208,", , 10mm denim rivet , , , , , pocket edges",0
7209,", , deboss patch, , , , , back right waist band",0
7210,", , l1 embroidery large, , , , , left hem",0
7211,", , l1 embroidery15mm wide , , , , , front right coin pocket",0
7212,", , item, , , , , other trims",0
7213,", , key clip, , , , , right hand pocket",0
7214,", , item, , , , , webbing & elastic",0
7215,", , 1/4"" flat x 1 3/4"" loop, , , , , keyclip loop right hand pocket",0
7216,", , spi, , , , , thread",0
7217,", , 8-10 spi, , , , , seams",0
7218,", , 8-10 spi, , , , , denim weight topstitch",0
7219,", , , , , , , bartacks",0
7220,", , , , , , , zig zag attach cb label",0
7221,", , , , , , , tacks on back right pocket jocker label",0
7222,", , item, , , , , l1 marketing",0
7223,", , l1 pant hang tag, , , , , front left belt loop",0
7224,", , denim warning hang tag, , , , , front left belt loop behind main hang tag",0
7225,", , l1 pant fit hang tag , , , , , front left belt loop behind denim dye warning hang tag",0
7226,", , l1 pant size label, , , , , center back waist band facing",0
7227,", , l1 main label, , , , , lining back right",0
7228,", , address label, , , , , lining left side seam",0
7229,", , content label, , , , , lining left side seam",0
7230,", , address label, , , , , lining left side seam",0
7231,", , clear zip tie, , , , , front left belt loop to attach hang tags",0
7232,", , joker tag  // 10k/10k // fully taped , , , , , back right pocket",0
7233,", ,  #5 vislon zipper, , , , , center front",0
7234,", ,  #5 coil zipper, , , , , underarm vents",0
7235,", ,  #5 metal zipper  (special herringbone tape), , , , , hand pockets vertical",0
7236,", , ""l1-2018-trim-017
l1 zipper pull. graphic debossed 1mm 3.2 cm x 0.92 cm , , , , , center front",0
7237,", , 11nt-045 / self fabric pull, , , , , underarm vents",0
7238,", , 11nt-045 / self fabric pull, , , , , hand pockets vertical",0
7239,", , branded trims, , , , , location",0
7240,", , l1-2018-trim-009
freedom snap  / artwork debossed 1mm. 1.7 cm x 1.7cm, , , , , center front placket,  hand pocket flaps",0
7241,", , l1-2018-trim-028/ 
l1 wmns - freedom patch
brown faux leather, , , , , left shoulder",0
7242,", , l1-2018-trim-003 /
faux leather patch / artwork debossed 1mm 6.25 cm x 4.6 cm
brown leather, , , , , front right hem",0
7243,", , l1-2018-trim-024
l1 embroidery small
3cm x 2.77cm  , , , , , left sleeve hem",0
7244,", , l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  , , , , , back right",0
7245,", , trims, , , , , location",0
7246,", , 15mm metal snap , , , , , powder skirt - front closure",0
7247,", , 15mm metal snap , , , , , snap away powder skirt - lining facing ",0
7248,", , 15mm metal snap , , , , , powder skirt - jacket to pant connection",0
7249,", , metal eyelets 8mm , , , , , hood cord exit front",0
7250,", , metal eyelets 8mm , , , , , hem cord exit",0
7251,", , cord lock: small cord lock with tie down, , , , , front hood adjust",0
7252,", , cord lock, , , , , hem adjust exposed at lining",0
7253,", , bead, , , , , hem adjust",0
7254,", , bead, , , , , front hood adjust",0
7255,", , keyclip, , , , , right hand pocket",0
7256,", , notions, , , , , location",0
7257,", , grosgrain 1/4"", , , , , attach front hood cord lock",0
7258,", , grosgrain 3/8"", , , , , attach hem cord lock",0
7259,", , grosgrain 1/4"", , , , , attach keyclip right hand pocket ",0
7260,", , grosgrain: 3/4"" wide  (fold in 1/2, 1/2"" finished tab length), , , , , lining pocket",0
7261,", , grosgrain 3/4"" x  3 1/2"" flat webbing (finished length), , , , , powder skirt - side tabs jacket to pant connection ",0
7262,", , shell fabric tab  1"" x 1"" wrap around , , , , , jacket to pant connection center back on tab",0
7263,", , shell fabric tab  1"" x 1"" wrap around , , , , , jacket to pant connection center back under snap on gripper elastic",0
7264,", , shell fabric tab 3/4"" x  1"" , , , , , jacket to pant connection at side tabs under snaps",0
7265,", , elastic 1"" x 4"", , , , , powder skirt middle tab - jacket to pant connection ",0
7266,", , elastic , , , , , back of sleeve cuffs",0
7267,", , elastic 1/4"" , , , , , lining cable guide",0
7268,", , gripper elastic 25mm non logo, , , , , powder skirt hem",0
7269,", , elastine binding, , , , , goggle pocket binding",0
7270,", , l1-2018-trim-030 2-color shockcord 3.5mm (heathered 2 color mix) , , , , , hood & hem",0
7271,", , velcro, , , , , location",0
7272,", ,  1/2"" x 1 1/2"" velcro with rounded corners, , , , , chin",0
7273,", , 1/2"" x 2 velcro with rounded corners, , , , , center front placket",0
7274,", ,  1/2"" x 5 1/2"" (1/2"" shorter that pocket length) velcro with rounded corners, , , , , lining pocket",0
7275,", , 3/4"" x 3 3/4"" velcro with rounded corners, , , , , cuff on body",0
7276,", , 3/4"" x 2 1/2"" velcro with rounded corners, , , , , cuff on tab",0
7277,", , thread, , , , , supplier/ ref number",0
7278,", , seams, , , , , 1930/2/1 00:00",0
7279,", , topstitch, , , , , heavy weight topstitch",0
7280,", , bartacks, , , , , 100/2",0
7281,", , labels , , , , , location",0
7282,", , 10k/10k critically seam sealed, , , , , center back below neck seam",0
7283,", , size label (sample size s), , , , , center back below main label",0
7284,", , hang tags, , , , , location",0
7285,", , womens jacket hang tag, , , , , left side hand pocket zipper",0
7286,", , care and content labels, , , , , location",0
7287,", , address label, , , , , lining left side seam",0
7288,", , content label, , , , , lining left side seam",0
7289,", , washing label, , , , , lining left side seam",0
7290,", , cavalry stretch twill, , , , , a",0
7291,", , brown faux leather, , , , , back right belt loop",0
7292,", , insulation, , content, , , location ",0
7293,", , polyfill, , 100% polyester, , , seat",0
7294,", , polyfill, , 100% polyester, , , knees (front)",0
7295,", , seam tape, , content, , , location ",0
7296,", , seam tape, , , , , fully seam sealed",0
7297,", , lining, , content, , , location ",0
7298,", , solid 210t , , 100% nylon, , , legs",0
7299,", , solid 210t , , 100% nylon, , , lower leg & gaiter",0
7300,", , solid 210t , , 100% nylon, , , secondary pocket bags",0
7301,", , brushed tricot, , 100% polyester, , , hand pocket bags",0
7302,", , regular mesh, , 100% polyester, , , leg vents",0
7303,", , lower leg lining print (see pdf), , content, , , location ",0
7304,", , on coated 210t, , , , , lower leg front and back",0
7305,", , #5 vislon, , , , , center front",0
7306,", , #5 metal, , , , , waist pocket",0
7307,", , #5 coil, , , , , underarms",0
7308,", , #5 coil, , , , , side entry hand pockets",0
7309,", , #5 coil, , , , , back hem zip",0
7310,", , #5 coil, , , , , inside pocket",0
7311,", , item, , , , , zipper pulls",0
7312,", , l1 snap on metal zipper pull, , , , , center front",0
7313,", ,  self fabric pull, , , , , underarms",0
7314,", ,  self fabric pull, , , , , side entry hand pockets",0
7315,", ,  self fabric pull, , , , , inside pocket",0
7316,", , item, , , , , l1 branded trims",0
7317,", , l1 small embroidery, , , , , front left sleeve",0
7318,", , l1 large embroidery, , , , , back right ",0
7319,", , l1 hem wrap, , , , , cf, hand and chest pockets",0
7320,", , l1 new patch, , , , , right hand pocket ",0
7321,", , item, , , , , snaps",0
7322,", , 24l metal snap, , , , , cf placket & hand pockets",0
7323,", , 14 mm plastic snap, , , , , cf powder skirt closure",0
