,brand,style,description,ref,fabric,trims,supplier,position,qty,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,inner,outer
529,lafuma,lfv11492,invisible plastic snap button ,nan,0,1,local,"jkt connection patch on webbing
1x back neckline webbing
2x bottom sleeve webbing",3,black,black,black,nan,nan,0,1
530,lafuma,lfv11492,webbing 10mm width,nan,0,1,local,"jkt connection 
1x back neckline
2x bottom sleeve ",3,black,black,black,nan,nan,0,1
531,lafuma,lfv11492,"2,5 mm elastic cord string",nan,0,1,local,front hood adjustment ,1,black,black,grenat,nan,nan,0,1
532,lafuma,lfv11492,"mmg cord stopper
20mm+slit",eis15u-xmstp01,0,1,unitex,front hood adjustment ,2,noir,noir,port royal,nan,nan,0,1
533,lafuma,lfv11492,plastic pearl,cp-a1,0,1,unitex,front hood adjustment ,2,noir,noir,port royal,nan,nan,0,1
534,lafuma,lfv11492,10mm metal eyelet,nan,0,1,local,front hood adjustment ,4,antic silver,antic silver,antic silver,nan,nan,0,1
535,lafuma,lfv11492,webbing 5mm,eis15u-xmtre01,0,1,yf zipper,front hood adjustment to hold cord stopper,2,noir,noir,port royal,nan,nan,0,1
536,lafuma,lfv11492,"zipper vislon # 3 - 1way - separable - reversible puller - right insert
vsor-38 du2 e p12 kensin musi n-anti newkob4",nan,0,1,ykk,front zip,1,"north sea
tape : 196
teeth : dark nickel","black
tape : 580
teeth : dark nickel","ruby red
tape : 964
teeth : dark nickel",nan,nan,0,1
537,lafuma,lfv11492,mmg webbing 5mm width,eis15u-xmtre01,0,1,yf zipper,"1x back neckline
2x bottom sleeve",3,noir,noir,port royal,nan,nan,0,1
538,lafuma,lfv11492,embroidery lafuma 60mm,nan,0,1,local / ming shyang,"right top front / 
outer jkt",1,30060,black,f196,nan,nan,0,1
539,lafuma,lfv11492,embroidery leaf 20mm,nan,0,1,local / ming shyang,"center on top sleeve / 
outer jkt",1,30060,black,f197,nan,nan,0,1
540,lafuma,lfv11492,woven label climactive,lw050-e,0,1,triple star,left bottom side,1,standard,nan,nan,nan,nan,0,1
541,lafuma,lfv11492,"woven label
",lw033-e,0,1,sml,"on the left pocket
refer to the lining page",1,standard,nan,nan,nan,nan,0,1
542,lafuma,lfv11492,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,"on the left pocket
refer to the lining page",1,standard,nan,nan,nan,nan,0,1
543,lafuma,lfv11492,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,standard,nan,nan,nan,nan,0,1
544,lafuma,lfv11492,"main label
",lw034-e,0,1,sml,"neckline / centered 
inner jacket",1,nan,nan,nan,nan,nan,1,0
545,lafuma,lfv11492,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,"neckline / centered 
inner jacket",1,standard,nan,nan,nan,nan,1,0
546,lafuma,lfv11492,care label & p.o. label,lc011-e,0,1,sml,"left side seam 
inner jacket",1,nan,nan,nan,nan,nan,1,0
547,lafuma,lfv11492,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper ,1,standard,nan,nan,nan,nan,0,1
548,lafuma,lfv11492,hang tag low impact,ht394299-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
549,lafuma,lfv11492,hangtag lafuma corporate,"small
ht-394082-e",0,1,triple star,refer artwork for position ,1,standard,nan,nan,nan,nan,0,1
550,lafuma,lfv11492,"hang tag climactive
","small
ht394146-e",0,1,triple star,refer artwork for position ,1,standard,nan,nan,nan,nan,0,1
551,lafuma,lfv11492,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
552,lafuma,lfv11492,polybag,nan,0,1,local,nan,1,standard,nan,nan,nan,nan,0,1
553,lafuma,lfv11493,"shell 1 -
sms order dt-989
bulk order dt-1598",nan,1,0,drytex,body,nan,asphalte,north sea,nan,nan,nan,0,1
554,lafuma,lfv11493,cotton touch fabric,nan,1,0,local,"under front flap
bottom body + sleeves
hood finishing",nan,"dark shadow 
colour  should 
match the backing","dark shadow 
colour  should 
match the backing",nan,nan,nan,0,1
555,lafuma,lfv11493,"polyester mesh
",nan,1,0,local,pocket bag,nan,"dark shadow 
colour  should 
match the backing","dark shadow 
colour  should 
match the backing",nan,nan,nan,0,1
556,lafuma,lfv11493,"non woven
",nan,1,0,local,"embroideries backside
+storm flap",nan,standard,standard,nan,nan,nan,0,1
557,lafuma,lfv11493,"zipper reversed # 5
1 way - separable - autolock",nan,0,1,max,1x front zip,1,"tape : 156
teeth : dark nickel","tape : 118
teeth : dark nickel",nan,nan,nan,0,1
558,lafuma,lfv11493,"zipper reversed # 5
1 way -  non separable - non lock",nan,0,1,max,2x hands pocket ,2,156,118,nan,nan,nan,0,1
559,lafuma,lfv11493,cord puller,zp072-e,0,1,dragon times,1x front zipper,1,black,north sea,nan,nan,nan,0,1
560,lafuma,lfv11493,8mm metal eyelet,nan,0,1,local,2x waist adjustment,2,antic silver,antic silver,nan,nan,nan,0,1
561,lafuma,lfv11493,cotton herringbone twill tape 12mm,nan,0,1,local,1x hood finishing,1,"dark shadow 
colour  should 
match the backing","dark shadow 
colour  should 
match the backing",nan,nan,nan,0,1
562,lafuma,lfv11493,drawstring 12 mm width + plastic tips,wb104-e,0,1,wilson group,1x waist adjustement,1,nan,nan,nan,nan,nan,0,1
563,lafuma,lfv11493, embroidery lafuma 60mm,nan,0,1,local / ming shuang,right top front,1,40013,30051,nan,nan,nan,0,1
564,lafuma,lfv11493,embroidery leaf 20mm,nan,0,1,local / ming shuang,left top sleeve,1,40013,30051,nan,nan,nan,0,1
565,lafuma,lfv11493,woven label windactive,lw051-e,0,1,triple star,bottom left back,1,black,nan,nan,nan,nan,0,1
566,lafuma,lfv11493,"lafuma labels
",lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan,0,1
567,lafuma,lfv11493,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan,0,1
568,lafuma,lfv11493,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,white satin ,nan,nan,nan,nan,0,1
569,lafuma,lfv11493, hang tag,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan,0,1
570,lafuma,lfv11493,hang tag low impact,ht394299-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
571,lafuma,lfv11493,hangtag lafuma corporate,"small 
ht-394082-e",0,1,triple star,left side pocket zipper,1,standard,nan,nan,nan,nan,0,1
572,lafuma,lfv11493,hangtag lafuma windactive ,"
small
ht-396073-e",0,1,triple star,insert on corporate hang tag ,1,standard,nan,nan,nan,nan,0,1
573,lafuma,lfv11493,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
574,lafuma,lfv11493,polybag,nan,0,1,local,nan,1,nan,nan,nan,nan,nan,0,1
575,lafuma,lfv11494,"shell 1
dt-1598",nan,1,0,drytex,body,nan,asphalte,port royal,north sea,nan,nan,0,1
576,lafuma,lfv11494,cotton touch fabric,nan,1,0,local,"full storm flap
bottom, bottom sleeves & hood finishing",nan,"dark shadow 19-3906 tcx
colour  should 
match the backing","dark shadow 19-3906 tcx
","dark shadow 19-3906 tcx
",nan,nan,0,1
577,lafuma,lfv11494,"polyester mesh
",nan,1,0,local,pocket bag,nan,"dark shadow 19-3906 tcx
colour  should 
match the backing","dark shadow 19-3906 tcx
","dark shadow 19-3906 tcx
",nan,nan,0,1
578,lafuma,lfv11494,"non woven
",nan,1,0,local,"embroideries backside
+storm flap",nan,standard,standard,standard,nan,nan,0,1
579,lafuma,lfv11494,"zipper vislon # 5 
1way - separable - autolock
",nan,0,1,"max
zipper",1x front zip,1,"tape : 156
teeth : dark nickel","tape : 864
teeth : dark nickel","tape : 118
teeth : dark nickel",nan,nan,0,1
580,lafuma,lfv11494,"zipper invisible #3
1way - non separable - non lock  - drop puller
sn31wma",nan,0,1,"max
zipper",2x hands pocket ,2,156,864,118,nan,nan,0,1
581,lafuma,lfv11494,cord puller,zp072-e,0,1,dragon times,1x front zipper,1,black,black,north sea,nan,nan,0,1
582,lafuma,lfv11494,marking,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan,0,1
583,lafuma,lfv11494, embroidery lafuma 60mm,nan,0,1,local / ming shang,right top front,1,40013,f196,30061,nan,nan,0,1
584,lafuma,lfv11494,embroidery leaf 20mm,nan,0,1,local / ming shang,left top sleeve,1,40013,f196,30061,nan,nan,0,1
585,lafuma,lfv11494,labels,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan,0,1
586,lafuma,lfv11494,woven label windactive,lw051-e,0,1,triple star,bottom left back,1,black,nan,nan,nan,nan,0,1
587,lafuma,lfv11494,"lafuma labels
",lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan,0,1
588,lafuma,lfv11494,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan,0,1
589,lafuma,lfv11494,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,white satin ,nan,nan,nan,nan,0,1
590,lafuma,lfv11494, hang tag,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan,0,1
591,lafuma,lfv11494,hang tag low impact,"small
ht394299-e",0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
592,lafuma,lfv11494,hangtag lafuma corporate,"small      
ht-394082-e",0,1,triple star,left side pocket zipper,1,standard,nan,nan,nan,nan,0,1
593,lafuma,lfv11494,hangtag lafuma windactive ,"small
ht-396073-e",0,1,triple star,insert on corporate hang tag ,1,standard,nan,nan,nan,nan,0,1
594,lafuma,lfv11494,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
595,lafuma,lfv11494,polybag,nan,1,0,local,nan,1,nan,nan,nan,nan,nan,0,1
596,lafuma,lfv11543,"delrin zipper #5
1 way  - separable - auto-lock
sd51ma.rt",nan,0,1,"max
zipper",front zip,1,"dark grey
156","black
580","poppy
818",nan,nan,0,1
597,lafuma,lfv11543,"zipper vislon # 3 - 1way - separable - left insert
 vsor-36 da e p12 kensin musi n-anti newkob4",nan,0,1,"ykk
zipper","front zip (inside jkt)
 / 3in1 system",1,"dark grey
156","black
580","poppy
818",nan,nan,0,1
598,lafuma,lfv11543,"nylon zipper inverted #5
1 way  - non separable - non lock
sn52max",nan,0,1,"max
zipper",hands pockets under flap,2,"dark grey
183","black
580","poppy
818",nan,nan,0,1
599,lafuma,lfv11543,cord puller,zp072-e,0,1,dragon times,front opening (1),1,black,black,poppy,nan,nan,0,1
600,lafuma,lfv11543,"12mm flat metal snap  
(male & female)
invisible",nan,0,1,local,"5x front opening 
2x cuff
5x hood + collar",12,antic silver,antic silver,antic silver,nan,nan,0,1
601,lafuma,lfv11543,"12mm flat metal snap  
male part",nan,0,1,local,2x cuff,2,antic silver,antic silver,antic silver,nan,nan,0,1
602,lafuma,lfv11543,"12mm flat metal snap  
female part",nan,0,1,local,3x top collar,3,antic silver,antic silver,antic silver,nan,nan,0,1
603,lafuma,lfv11543,"2,5mm elastic cord ",nan,0,1,local,"waist adjustment  inside pkt (1)
hood adjustment (1)",2,black,black,black,nan,nan,0,1
604,lafuma,lfv11543,"mmg cord stopper
20mm+slit",eis15u-xmstp01,0,1,unitex,"waist adjustment  inside pkt (2)
hood adjustment (2)",4,black,black,black,nan,nan,0,1
605,lafuma,lfv11543,plastic pearl,cp-a1,0,1,unitex,"waist adjustment  inside pkt (2) 
hood adjustment (2)",4,black,black,black,nan,nan,0,1
606,lafuma,lfv11543,10mm metal eyelet,nan,0,1,local,"hood adjustment (4)
waist adjustment  inside pkt (4)",8,antic silver,antic silver,antic silver,nan,nan,0,1
607,lafuma,lfv11543,5mm polyester webbing ,eis15u-xmtre01,0,1,yf zipper,"waist adjustment  (2)
hood adjustment (2)",4,noir,noir,noir,nan,nan,0,1
608,lafuma,lfv11543,12mm nylon webbing ,nan,1,0,local,"jkt connection 
bottom sleeve (2)
back neckline (1)",3,black,black,black,nan,nan,0,1
609,lafuma,lfv11543,10mm plastic snap,nan,1,0,local,"jkt connection 
bottom sleeve (2)
back neckline (1)",3,black,black,black,nan,nan,0,1
610,lafuma,lfv11543,"velcro female ( rounded corner) velvet
20x100mm",nan,1,0,local,"back hood adjustment
on  garment  ",1,ton/ton,ton/ton,ton/ton,nan,nan,0,1
611,lafuma,lfv11543,"velcro male ( rounded corner) hook
20x60mm",nan,1,0,local,"back hood adjustment 
on  flap ",1,ton/ton,ton/ton,ton/ton,nan,nan,0,1
612,lafuma,lfv11543,"zipper vislon # 3 - 1way - separable - reversible puller - right insert
vsor-38 du2 e p12 kensin musi n-anti newkob4",nan,0,1,"ykk
zipper",front zip,1,"black
580","black
580","poppy
818",nan,nan,0,1
613,lafuma,lfv11543,mmg webbing 5mm width,eis15u-xmtre01,0,1,yf zipper,jkt connection,3,noir,noir,poppy,nan,nan,0,1
614,lafuma,lfv11543,embroidery  lafuma 60 mm,nan,0,1,local,right front / top,1,"dark grey
40028","tarmac
s489","poppy
186",nan,nan,0,1
615,lafuma,lfv11543,embroidery lafuma feuille 20 mm,nan,0,1,local,left sleeve / top,1,"dark grey
40028","tarmac
s489","poppy
186",nan,nan,0,1
616,lafuma,lfv11543,woven label climactive,lw050-e,0,1,triple star,"insert in left side seam
7cm from bottom finish edge",1,black,black,black,nan,nan,0,1
617,lafuma,lfv11543,"woven label
",lw034-e,0,1,sml,neckline / centered ,1,nan,nan,nan,nan,nan,0,1
618,lafuma,lfv11543,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,neckline / centered ,1,nan,nan,nan,nan,nan,0,1
619,lafuma,lfv11543,care label & p.o. label,lc011-e,0,1,local,left side seam ,1,nan,nan,nan,nan,nan,0,1
620,lafuma,lfv11543,printed tape 5mm,wb108-e,0,1,dragon times,neckline / centered ,1,nan,nan,nan,nan,nan,1,0
621,lafuma,lfv11543,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,neckline / centered ,1,nan,nan,nan,nan,nan,1,0
622,lafuma,lfv11543,care label & p.o. label,lc011-e,0,1,local,left side seam ,1,nan,nan,nan,nan,nan,0,1
623,lafuma,lfv11543,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper,1,standard,nan,nan,nan,nan,0,1
624,lafuma,lfv11543,hangtag lafuma corporate,"small
ht-394082-e
",0,1,triple star,left pocket zipper,1,standard,nan,nan,nan,nan,0,1
625,lafuma,lfv11543,hang tag climactive,"small
ht394146-e",0,1,triple star,insert inside corporate ht,1,standard,nan,nan,nan,nan,0,1
626,lafuma,lfv11543,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan,0,1
627,lafuma,lfv11543,polybag,nan,0,1,local,nan,1,nan,nan,nan,nan,nan,0,1
628,lafuma,lfv11538,"shell 1
06302 5k/5k libolon",nan,1,0,nan,"body
",nan,ink/noir,heather grey,anthracite grey,nan,nan,0,1
629,lafuma,lfv11538,taffetas lining 210 t ( local sourcing),nan,1,0,nan,"body
sleeves
hood
pocket bags",nan,black,black,black,nan,nan,0,1
630,lafuma,lfv11538,seam tape  ( local sourcing),nan,0,1,nan,"critical (shoulders, hood, neckline, armhole)",nan,clear,clear,clear,nan,nan,0,1
631,lafuma,lfv11538,non woven ( local sourcing),nan,1,0,nan,flaps + embroideries backside,nan,black,black,black,nan,nan,0,1
632,lafuma,lfv11538,"shell 2
e3400 asia pacific",nan,1,0,nan,"inner jkt  
",nan,saphir,noir,noir,nan,nan,1,0
633,lafuma,lfv11538,taffetas lining 210 t ( local sourcing),nan,1,0,nan,inside sleeves  ,nan,black,black,black,nan,nan,1,0
634,lafuma,lfv11538,non woven ( local sourcing),nan,1,0,nan,embroideries backside,nan,standard,standard,standard,nan,nan,1,0
635,lafuma,lfv11538,mesh ( local sourcing),nan,1,0,nan,pockets bags,nan,black,black,black,nan,nan,1,0
636,lafuma,lfv11538,"zipper vislon # 8 - 
1way - separable- autolock
vs0-v-86 dalh",vs0-v-86 dalh,0,1,shz,front zip ,1,"eclipse blue
tape : 960
teeth : dark nickel","grey
tape : 301
teeth : dark nickel","black
tape : 580
teeth : dark nickel",nan,nan,0,1
637,lafuma,lfv11538,"inverted coil #5 - 
1way- non separable -non lock
sn52max",nan,0,1,"max
zipper",hands pockets ,2,"eclipse blue
 960","grey
301","black
580",nan,nan,0,1
638,lafuma,lfv11538,"zipper vislon #5 - left insert
 1way - separable - autolock
vsor-56 da86 e p14 kensin musi n-anti newkob4",nan,0,1,"ykk 
zipper",connected zipper on lining,1,"eclipse blue
 960","grey
301","black
580",nan,nan,0,1
639,lafuma,lfv11538,"inverted coil #3 - 1way - 
non separable - non lock - drop puller
sn31wdm ",nan,0,1,"max
zipper",inner pocket ,1,"eclipse blue
 960","grey
301","black
580",nan,nan,0,1
640,lafuma,lfv11538,cord puller,zp072-e,0,1,dragon times,front opening (1),1,black,black,black,nan,nan,0,1
641,lafuma,lfv11538,"12mm flat metal snap  
(male & female) 5 (nvisible)",nan,0,1,local,hood & collar (4),4,dark antic ,dark antic ,dark antic ,nan,nan,0,1
642,lafuma,lfv11538,"12mm flat metal snap  
male part",nan,0,1,local,cuff tab (4),4,dark antic ,dark antic ,dark antic ,nan,nan,0,1
643,lafuma,lfv11538,"12mm flat metal snap  
female part",nan,0,1,local,"cuff tab (2)
collar flap  (2)",4,dark antic ,dark antic ,dark antic ,nan,nan,0,1
644,lafuma,lfv11538,"metal nail 08 mm  
",nan,0,1,local,hands pocket end ,4,dark antic ,dark antic ,dark antic ,nan,nan,0,1
645,lafuma,lfv11538,"2,5mm elastic cord ",nan,0,1,local,"bottom adjustment (1)
hood adjustment ( 1)",2,black ,black ,black ,nan,nan,0,1
646,lafuma,lfv11538,"mmg cord stopper
20mm+slit",eis15u-xmstp01,0,1,unitex,"bottom adjustment  (1)
hood adjustment ( 2)",3,black ,black ,black ,nan,nan,0,1
647,lafuma,lfv11538,plastic pearl,cp-a1,0,1,unitex,hood adjustment  (2),2,black ,black ,black ,nan,nan,0,1
648,lafuma,lfv11538,10mm metal eyelet,nan,0,1,local,"hood adjustment (4)
bottom adjustment  (2)",6,antic silver,antic silver,antic silver,nan,nan,0,1
649,lafuma,lfv11538,5mm polyester webbing ,eis15u-xmtre01,0,1,yf zipper,"bottom adjustment  (2)
hood adjustment (2)",4,black,black,black,nan,nan,0,1
650,lafuma,lfv11538,12mm nylon webbing ,nan,0,1,local,"jkt connection 
neckline  (1)
sleeves connection(2)",3,black ,black ,black ,nan,nan,0,1
651,lafuma,lfv11538,8mm plastic snap,nan,0,1,local,"jkt connection 
neckline  (1)
sleeves connection(2)",3,black ,black ,black ,nan,nan,0,1
652,lafuma,lfv11538,"velcro female ( rounded corner)
20x100mm",nan,0,1,local,"back hood adjustment
on  garment  ",1,ton/ton,ton/ton,ton/ton,nan,nan,0,1
653,lafuma,lfv11538,"velcro male ( rounded corner)
20x60mm",nan,0,1,local,"back hood adjustment 
on  flap ",1,ton/ton,ton/ton,ton/ton,nan,nan,0,1
654,lafuma,lfv11538,"zipper vislon # 5 - 1way - right insert
vsor-58 du4 e p14 kensin musi n-anti newkob4",nan,0,1,"ykk
zipper",front zip,1,"eclipse blue
960","black
580","black
580",nan,nan,1,0
655,lafuma,lfv11538,mmg webbing 5mm width,eis15u-xmtre01,0,1,yf zipper,"jkt connection 
neckline  (1)
sleeves connection(2)",3,saphir,noir,noir,nan,nan,1,0
656,lafuma,lfv11538,elastic binding total width 20mm,eb011-e,0,1,wilson group, cuff hem,2,saphir,noir,noir,nan,nan,1,0
657,lafuma,lfv11538,embroidery  lafuma 72 mm,nan,0,1,local / ming shyang,right front / top,1,"eclipse blue
30055","grey
40031","black
9000",nan,nan,1,0
658,lafuma,lfv11538,"embroidery lafuma 
feuille 20 mm",nan,0,1,local / ming shyang,left sleeve / top,1,"eclipse blue
30055","grey
40031","black
9000",nan,nan,1,0
659,lafuma,lfv11538,"woven label
",lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan,0,1
660,lafuma,lfv11538,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan,0,1
661,lafuma,lfv11538,care label & p.o. label,"lc011-e
(l1latph00.)",0,1,sml,left side seam ,1,white satin ,nan,nan,nan,nan,0,1
662,lafuma,lfv11538, climactive woven fly,lw050-e,0,1,local,"insert in left side seam
7cm from bottom finish edge",1,"standard
black",nan,nan,nan,nan,0,1
663,lafuma,lfv11538,printed tape 5mm,wb108-e,0,1,dragon times,neckline / centered ,1,orange ,nan,nan,nan,nan,0,1
664,lafuma,lfv11538,"size woven label mmg 
men alpha/top",lws18-01,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan,1,0
665,lafuma,lfv11538,care label & p.o. label,"lc011-e
(l1latph00.)",0,1,sml,left side seam ,nan,white satin ,nan,nan,nan,nan,1,0
666,lafuma,lfv11538, hang tag,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan,0,1
667,lafuma,lfv11538,hangtag lafuma corporate,"small
ht-394082-e
",0,1,triple star,left side pocket,1,standard,nan,nan,nan,nan,0,1
668,lafuma,lfv11538,hang tag climactive,"small
ht394146-e",0,1,triple star,insert inside corporate ht,1,standard,nan,nan,nan,nan,0,1
669,lafuma,lfv11538,hang tag pfc free,ht394145-e,0,1,triple star,back of corporate ht,1,standard,nan,nan,nan,nan,0,1
670,lafuma,lfv11538,polybag,nan,0,1,local,for garment packing ,1,nan,nan,nan,nan,nan,0,1
