,brand,style,item,supplier,ref,description,content,width:,weight:,position,qty,price/unit,unit,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,fabric,trims,outter ,inner
14,edier,eiv4439,fake down     ,local sourcing,none,"insulation









",none,none,none," - body
 - sleeves",none,,,none,none,none,none,none,,1,0,0,1
15,edier,eiv4439,e loft,local sourcing,none,"insulation









",none,60gr ,none, - collar,none,,,none,none,none,none,none,,1,0,0,1
16,edier,eiv4439,e loft,local sourcing,none,"insulation









",none,60gr -> 120g,none, - collar,none,,,none,none,none,none,none,,1,0,0,1
17,edier,eiv4439,topstitching,none,none,threads,none,none,none,none,none,,,matching,matching,none,none,none,,1,0,0,1
18,edier,eiv4439,bartacks,none,none,threads,none,none,none,none,none,,,matching,matching,none,none,none,,1,0,0,1
19,edier,eiv4439,"metallux zipper/ antic silver finishin g5mm autolock, open end1 way, dalh slidersupplier : ykk",none,none,zippers,none,none,none,front opening,1,,,blue morpho ykk 020,dark night ykk 169,none,none,none,,1,0,1,0
20,edier,eiv4439,"5mm reversible vislonopen end, 1 waydu slidersupplier : ykk",none,none,zippers,none,none,none,for ias system,1,,,blue morpho ykk 020,dark night ykk 169,none,none,none,,0,1,1,0
21,edier,eiv4439,"reversed coil zip3mmnon lock, close end1 way, dfbw slidersupplier : ykk",none,none,zippers,none,none,none,"inner pocket,",1,,,blue morpho ykk 020,dark night ykk 169,none,none,none,,0,1,1,0
22,edier,eiv4439,"reversed coil zip3mmnon lock, close end1 way, dfbw slidersupplier : ykk",none,none,zippers,none,none,none,hand pockets,2,,,blue morpho ykk 020,dark night ykk 169,none,none,none,,0,1,1,0
23,edier,eiv4439,"coil zip3mmautolock, open end1 way, da slidersupplier : ykk",none,none,trims,none,none,none,removable hood12 cm,1,,,blue morpho ykk 020,dark night ykk 169,none,none,none,,0,1,1,0
24,edier,eiv4439,rubber pullerref: eiw18-03,none,none,trims,none,none,none,center front opening ,1,,,blue morpho,dark night,none,none,none,,0,1,1,0
25,edier,eiv4439,puller rubberref: eis19-05supplier : dragon times,none,none,trims,none,none,none,hand pockets,2,,,blue morpho,dark night,none,none,none,,0,1,1,0
26,edier,eiv4439,drawstring outdoorref: ew026supplier: yf zipper,none,none,trims,none,none,none,hood,1,,,blue morpho,dark night,none,none,none,,0,1,1,0
27,edier,eiv4439,supplier: yf zippernot elasticcolored pearl,none,none,trims,none,none,none,inner pocketback hood,1,,,blue morpho,dark night,none,none,none,,0,1,1,0
28,edier,eiv4439,rubber stopperref: eis15u-xmstp01supplier: unitex,none,none,trims,none,none,none,back hood,1,,,blue morpho,dark night,none,none,none,,0,1,1,0
29,edier,eiv4439,colored webbingref: eis15u-xmtre01supplier: yf zipper,none,none,trims,none,none,none,front hoodback hood,1,,,blue morpho,dark night,none,none,none,,0,1,1,0
30,edier,eiv4439,to hold stopperseyelet 12mmlocal sourcing,none,none,trims,none,none,none,back hood,1,,,blue morpho,dark night,none,none,none,,0,1,1,0
31,edier,eiv4439,small plastic snapref : eiw16-16,none,none,trims,none,none,none,removable,4,,,blue morpho,dark night,none,none,none,,0,1,1,0
32,edier,eiv4439,small plastic snapref : eiw16-16,none,none,trims,none,none,none,hoodcuff,2 + 4,,,blue morpho,dark night,none,none,none,,0,1,1,0
33,edier,eiv4439,small plastic snapref : eiw16-16,none,none,trims,none,none,none,flaps,3,,,blue morpho,dark night,none,none,none,,0,1,1,0
34,edier,eiv4439,supplier : unitex12mmeider hangloop,none,none,trims,none,none,none,3 in 1 connection / 3 points,1,,,blue morpho,dark night,none,none,none,,0,1,1,0
35,edier,eiv4439,ref : eiw18-01supplier : 'yf zipper4mm diameter,none,none,trims,none,none,none,hangloop at collar,1,,,blue morpho/ dark night/ white,blue morpho/ dark night/ white,none,none,none,,0,1,1,0
36,edier,eiv4439,"new rubber plate
ref: eiw18-14
supplier : clotex 
35 mm x 35 mm",sewn on left shoulder of outside jacket,none,labels,none,none,none,none,1,,,blue morpho aquamarine,dark night,none,none,none,,0,1,1,0
37,edier,eiv4439,woven big labelref: eiw18-11supplier: sml120x120mm,sewn inside back,none,labels,none,none,none,none,1,,,black,black,none,none,none,,0,1,1,0
38,edier,eiv4439,woven hangloop eiderref: eiw15-07supplier: sml,inside collar,none,labels,none,none,none,none,1,,,black,black,none,none,none,,0,1,1,0
39,edier,eiv4439,size woven label mmgalpha women topsupplier: smlref: lws18-04,inside collar under hangloop,none,labels,none,none,none,none,1,,,black,black,none,none,none,,0,1,1,0
40,edier,eiv4439,canadian labelfor paddinglocal sourcing,inside left,none,labels,none,none,none,none,1,,,white,white,none,none,none,,0,1,1,0
41,edier,eiv4439,satin care labelref label 1:  smlcl1ref label 2: smlcl2ref label 3: smlcl3,"under snow skirt, left side at 16cm from the bottommust be out of the store pocket for sms",none,labels,none,none,none,none,1,,,white,white,none,none,none,,0,1,1,0
42,edier,eiv4439,"plastic pinlocal sourcingto be confirmed10cm, white",none,none,hangtas,none,none,none,to attach the hangtag,1,,,none,none,none,none,none,,0,1,1,0
43,edier,eiv4439,biggencode stickerlocal sourcing5cm x 5cm,none,none,hangtas,none,none,none,sticked at back of corporate hangtag,1,,,none,none,none,none,none,,0,1,1,0
44,edier,eiv4439,brand hangtageid_1_corporate  (eidht01 / orli : 396031 )supplier: ,none,none,hangtas,none,none,none,position 1,1,,,none,none,none,none,none,,0,1,1,0
45,edier,eiv4439,engagement hangtageid_2_pfcfree  (eidht025 / 396045 :)supplier: triple star,none,none,hangtas,none,none,none,position 2,1,,,none,none,none,none,none,,0,1,1,0
46,edier,eiv4439,engagement hangtageid_2_lowimpact  (eidht024 / 396070 :)supplier: triple star,none,none,hangtas,none,none,none,position 3,1,,,none,none,none,none,none,,0,1,1,0
47,edier,eiv4439,fabric hangtageid_3_defender10/10_fst  (eidht0303 / 396050 : )supplier: triple star,none,none,hangtas,none,none,none,position 4,1,,,none,none,none,none,none,,0,1,1,0
48,edier,eiv4439,eid_4_eloft ball  (eidht043 / 396065 : ),none,none,hangtas,none,none,none,position 5,1,,,none,none,none,none,none,,0,1,1,0
49,edier,eiv4439,ykkreversed zip5mmref slider dalh,none,none,zippers,none,none,none,front opening for ias system,1,,,dark night,blue morpho,none,none,none,,0,1,0,1
50,edier,eiv4439,ykkreversible injected zip5mmref slider #du,none,none,zippers,none,none,none,front opening for ias system,1,,,dark night,blue morpho,none,none,none,,0,1,0,1
51,edier,eiv4439,drawcordref: eis15u-xmco01supplier: yf zipper,none,none,trims,none,none,none,center front opening,1,,,dark night,blue morpho,none,none,none,,0,1,0,1
52,edier,eiv4439,elastic with y constructionref wb107supplier: wilson,none,none,trims,none,none,none,at waist,1,,,insigna blue(ss18 lafuma color),insigna blue(ss18 lafuma color),none,none,none,,0,1,0,1
53,edier,eiv4439,lycra bias unicolorref: a00a-l11133/20supplier: wilson,none,none,trims,none,none,none,hand pockets finishings,2,,,dark night,blue morpho,none,none,none,,0,1,0,1
54,edier,eiv4439,"new rubber plate
ref: eiw18-14
supplier : clotex 
35 mm x 35 mm",none,none,labels,none,none,none,sewn on left shoulder of outside jacket,1,,,blue morpho,dark night,none,none,none,,0,1,0,1
55,edier,eiv4439,woven hangloop eiderref: eiw15-07supplier: sml,none,none,labels,none,none,none,inside collar,1,,,blackl1eimwh04k#001 ,blackl1eimwh04k#001 ,none,none,none,,0,1,0,1
56,edier,eiv4439,made in women topmade in / women/ bl1eitph00esupplier: sml,none,none,labels,none,none,none,inside collar,1,,,black,black,none,none,none,,0,1,0,1
57,edier,eiv4439,canadian labelfor paddinglocal sourcing,none,none,labels,none,none,none,inside left,1,,,white,white,none,none,none,,0,1,0,1
58,edier,eiv4439,satin care labelref label 1:  smlcl1ref label 2: smlcl2ref label 3: smlcl3,none,none,labels,none,none,none,inside left,1,,,white,white,none,none,none,,0,1,0,1
59,edier,eiv4413,defender® libolon,libolon,6302,shell,88% pes 12% pu// 100% tpu // 0,142 cm,227g/m2,hood + collar + body + bottom part of sleeves + airvent flap + facings (hood + collar + body and sleeve hem + chest pocket) + storm flap under cf zip + snowskirt garage,none,,,dark night,noir,dark wine,none,none,,1,0,1,0
60,edier,eiv4413,defender®h+ oxford,flying tex,nfo020nv34,shell,100% pa // 100% pu // 0,"56""",215 g/m2,front collar + middle chest + top shoulders and sleeves + cuff flaps + cf zipper garage+ double piping at cf zipper,none,,,dark night,noir,dark wine,none,none,,1,0,1,0
61,edier,eiv4413,defender® motley dull,flying tex,pfw017n35,shell,100% pes// 100% tpu // 0,0,0,2mm piping at hood peak,none,,,white,white,white,none,none,,1,0,1,0
62,edier,eiv4413,defender® motley dull,flying tex,pfw017n35,shell,100% pes// 100% tpu // 0,0,0,2mm piping at sleeves + at chest pocket,none,,,corn,dark orange,noir,none,none,,1,0,1,0
63,edier,eiv4413,shell fabric,supplier libolon  ref. 06302,none,lining,none,none,none,facing,none,,,dark night,dark wine,none,none,none,,1,0,1,0
64,edier,eiv4413,black nylon ,local sourcing,none,lining,none,none,none,"sleeves + care label pocket
",none,,,black,black,none,none,none,,1,0,1,0
65,edier,eiv4413,thermo honeycomb biface,wide plus ref. kmq007-pj,none,lining,none,none,none,inner cuffs,none,,,dark night/ misty grey,ghost/ steel grey,none,none,none,,1,0,1,0
66,edier,eiv4413,downproof planet,caroltex ref. 8093ldf3,none,lining,none,none,none,collar + body,none,,,corn,noir,none,none,none,,1,0,1,0
67,edier,eiv4413,mesh stretch,local sourcing,none,lining,none,none,none,goggle pocket,none,,,black,black,none,none,none,,1,0,1,0
68,edier,eiv4413,goggle cleaner,local sourcing,none,lining,none,none,none,inside goggle pocket,none,,,grey,grey,none,none,none,,1,0,1,0
69,edier,eiv4413,cire taffetas,local sourcing,none,lining,none,none,none,snowskirt + under snowskirt,none,,,black,black,none,none,none,,1,0,1,0
70,edier,eiv4413,foam reinforcement,local sourcing,none,lining,none,none,none,hood peak,none,,,none,none,none,none,none,,1,0,1,0
71,edier,eiv4413,micromax,local sourcing,none,pockets,none,none,none,hand pockets,none,,,0,0,none,none,none,,1,0,1,0
72,edier,eiv4413,nylon,local sourcing,none,pockets,none,none,none,chest pockets + skipass pocket + inner pocket,none,,,black,black,none,none,none,,1,0,1,0
73,edier,eiv4413,padded eloft / pm quality ,local sourcing,120 g  150g,"insulation









",none,none,none,body,none,,,0,0,none,none,none,,1,0,1,0
74,edier,eiv4413,eloft / pm quality,local sourcing,80g    100g,"insulation









",none,none,none,sleeves,none,,,0,0,none,none,none,,1,0,1,0
75,edier,eiv4413,eloft / pm quality,local sourcing,140g 120g,"insulation









",none,none,none,collar,none,,,0,0,none,none,none,,1,0,1,0
76,edier,eiv4413,eloft / pm quality,local sourcing,40g    100g  60g,"insulation









",none,none,none,hood,none,,,0,0,none,none,none,,1,0,1,0
77,edier,eiv4413,sealed seams,all seams,none,"waterproofness
",none,none,none,none,none,,,all seams,none,none,none,none,,0,1,1,0
78,edier,eiv4413,sealon tape,sleeves + chest pocket,none,tape,none,none,none,none,none,,,sleeves + chest pocket,none,none,none,none,,0,1,1,0
79,edier,eiv4413,topstitching,none,none,threads,none,none,none,none,none,,,none,none,all,none,none,,0,1,1,0
80,edier,eiv4413,bartacks,none,none,threads,none,none,none,none,none,,,none,none,all,none,none,,0,1,1,0
81,edier,eiv4413,"waterproofvislon zip5mmautolock, open end1 way, dalh slider",supplier : ykk,none,zippers,none,none,none,front opening,1,,,dark nightykk 919,blackykk 580,dark wineykk 864,none,none,,0,1,1,0
82,edier,eiv4413,"waterproofvislon zip3mmautolock, close end1 way, dalh slider",supplier : ykk,none,zippers,none,none,none,chest pocket,1,,,dark nightykk 919,blackykk 580,blackykk 580,none,none,,0,1,1,0
83,edier,eiv4413,"coil zip3mmautolock, close end1 way, dalh slider",supplier : ykk,none,zippers,none,none,none,hand pockets,2,,,dark nightykk 169,blackykk 580,dark wineykk 864,none,none,,0,1,1,0
84,edier,eiv4413,"coil zip3mmnon lock, close end1 way, dfbw slider",supplier : ykk,none,zippers,none,none,none,airventsslider at bottom when closed,2,,,dark nightykk 169,blackykk 580,dark wineykk 864,none,none,,0,1,1,0
85,edier,eiv4413,"reversed coil zip3mmnon lock, close end1 way, dfbw slider",supplier : ykk,none,zippers,none,none,none,inner pocket,1,,,blackykk 580,blackykk 580,blackykk 580,none,none,,0,1,1,0
86,edier,eiv4413,"coil zip3mmautolock, open end1 way, da slider",supplier : ykk,none,zippers,none,none,none,removable hood12 cm,1,,,dark nightykk 169,blackykk 580,dark wineykk 864,none,none,,0,1,1,0
87,edier,eiv4413,"coil zip3mmautolock, close end1 way, dalh slider",supplier : ykk,none,zippers,none,none,none,ski pass pocket,1,,,dark nightykk 169,blackykk 580,dark wineykk 864,none,none,,0,1,1,0
88,edier,eiv4413,"coil zip3mmautolock, close end1 way, dalh slider",supplier : ykk,none,zippers,none,none,none,chest pocket,1,,,dark nightykk 169,blackykk 580,dark wineykk 864,none,none,,0,1,1,0
89,edier,eiv4413,rubber pullerref: eiw18-03,none,none,trims,none,none,none,center front opening,1,,,dark night,black,black,none,none,,0,1,1,0
90,edier,eiv4413,puller rubberref: eis19-05supplier : dragon times,none,none,trims,none,none,none,hand pockets,2,,,dark night,black,black,none,none,,0,1,1,0
91,edier,eiv4413,puller rubberref: eis19-05supplier : dragon times,none,none,trims,none,none,none,chest pocket,1,,,dark night,black,black,none,none,,0,1,1,0
92,edier,eiv4413,puller rubberref: eis19-05supplier : dragon times,none,none,trims,none,none,none,skipass pocket,1,,,dark night,black,black,none,none,,0,1,1,0
93,edier,eiv4413,drawcordref: eis15u-xmco01supplier: yf zippernot elastic,none,none,trims,none,none,none,airvent,2,,,dark night,black,black,none,none,,0,1,1,0
94,edier,eiv4413,drawcordref: eis15u-xmco01supplier: yf zippernot elastic,none,none,trims,none,none,none,sinner pocket,1,,,dark night,black,black,none,none,,0,1,1,0
95,edier,eiv4413,drawstring outdoorref: ew026supplier: yf zipperelastic,none,none,trims,none,none,none,hood,1,,,dark night,black,black,none,none,,0,1,1,0
96,edier,eiv4413,drawstring outdoorref: ew026supplier: yf zipperelastic,none,none,trims,none,none,none,body hem,1,,,dark night,black,black,none,none,,0,1,1,0
97,edier,eiv4413,cord lockref: eiw17-02supplier: dragon timesuse with 2mm drawstring,none,none,trims,none,none,none,hood,2,,,dark night,black,black,none,none,,0,1,1,0
98,edier,eiv4413,rubber stopperref: eis15u-xmstp01supplier: unitex2cm x 1cm,none,none,trims,none,none,none,back hood,1,,,dark night,black,black,none,none,,0,1,1,0
99,edier,eiv4413,rubber stopperref: eis15u-xmstp01supplier: unitex2cm x 1cm,none,none,trims,none,none,none,body hem,2,,,dark night,black,black,none,none,,0,1,1,0
100,edier,eiv4413,colored eyeletref: eis15u-xmoei01supplier: unitex9mm,none,none,trims,none,none,none,body hem,4,,,dark night,black,black,none,none,,0,1,1,0
101,edier,eiv4413,big eyelet12mmlocal sourcing,none,none,trims,none,none,none,back hood,1,,,dark night,black,black,none,none,,0,1,1,0
102,edier,eiv4413,colored pearlsupplier: unitex,none,none,trims,none,none,none,back hood,1,,,dark night,black,black,none,none,,0,1,1,0
103,edier,eiv4413,colored pearlsupplier: unitex,none,none,trims,none,none,none,body hem,2,,,dark night,black,black,none,none,,0,1,1,0
104,edier,eiv4413,"colored webbingref: eis15u-xmtre01supplier: yf zipper0,5cm wideto hold stoppers",none,none,trims,none,none,none,back hood,1,,,dark night,black,black,none,none,,0,1,1,0
105,edier,eiv4413,"colored webbingref: eis15u-xmtre01supplier: yf zipper0,5cm wideto hold stoppers",none,none,trims,none,none,none,body hem,2,,,dark night,black,black,none,none,,0,1,1,0
106,edier,eiv4413,eider hangloopref : eiw18-01supplier : 'yf zipper4mm diameter,none,none,trims,none,none,none,hangloop at collar,1,,,dark night/ black/ dark night,black/ raven/ misty grey,black/ raven/ misty grey,none,none,,0,1,1,0
107,edier,eiv4413,soft webbing for liningref:eiw17-15  supplier:  dragon times1cm,none,none,trims,none,none,none,above chest pocket,1,,,dark night,black,black,none,none,,0,1,1,0
108,edier,eiv4413,soft webbing for liningref:eiw17-15  supplier:  dragon times1cm,none,none,trims,none,none,none,above snowskirt,1,,,dark night,black,black,none,none,,0,1,1,0
109,edier,eiv4413,velcro hook + velvetlocal sourcing,none,none,trims,none,none,none,cuffs,2,,,tone/tone,tone/tone,tone/tone,none,none,,0,1,1,0
110,edier,eiv4413,no slip elastic 25mmsiliconeref: eis17-08supplier: benefit,none,none,trims,none,none,none,snowskirt,1,,,black,black,black,none,none,,0,1,1,0
111,edier,eiv4413,small plastic snapref : eiw16-16supplier : unitex12mm,none,none,trims,none,none,none,removable hoodsnowskirt openingsnowskirt garage (check my comments for details),4f+4m2f+4m2f+2m,,,dark night,black,black,none,none,,0,1,1,0
112,edier,eiv4413,large elasticref: ew17-14supplier: wilson,none,none,trims,none,none,none,for phone pocket,3,,,dark night,black,black,none,none,,0,1,1,0
113,edier,eiv4413,lycra bias unicolorref: a00a-l11133/20supplier: wilson,none,none,trims,none,none,none,goggle pocket,1,,,dark night,black,black,none,none,,0,1,1,0
114,edier,eiv4413,elastic webbing 10mm18cm fininshed lenghtlocal sourcing,none,none,trims,none,none,none,goggle cleaner,1,,,black,black,black,none,none,,0,1,1,0
115,edier,eiv4413,rubber earphone holeref: pa-a2  mp3 rubbert bsupplier: yf zipper,none,none,trims,none,none,none,inner pocket,1,,,black,black,black,none,none,,0,1,1,0
116,edier,eiv4413,"new rubber plate
ref: eiw18-14
supplier : clotex 
35 mm x 35 mm",none,none,labels,none,none,none,sewn on left shoulder,1,,,dark night,black,black,none,none,,0,1,1,0
117,edier,eiv4413,woven big labelref: eiw18-11supplier: sml120x120mm,none,none,labels,none,none,none,sewn inside back,1,,,black,black,black,none,none,,0,1,1,0
118,edier,eiv4413,newsize woven label mmgalpha men topsupplier: smlref: lws18-01with rn + ca numbers,none,none,labels,none,none,none,at the hangloop at collar,1,,,black,black,black,none,none,,0,1,1,0
119,edier,eiv4413,canadian labelfor paddinglocal sourcing,none,none,labels,none,none,none,inside left,1,,,white,white,white,none,none,,0,1,1,0
120,edier,eiv4413,satin care labelref label 1:  smlcl1ref label 2: smlcl2ref label 3: smlcl3supplier: sml,none,none,labels,none,none,none,inside left,1,,,white,white,white,none,none,,0,1,1,0
121,edier,eiv4413,"plastic pinlocal sourcingto be confirmed10cm, white",none,none,hangtas,none,none,none,to attach the hangtag,1,,,none,none,none,none,none,,0,1,1,0
122,edier,eiv4413,biggencode stickerlocal sourcing5cm x 5cm,none,none,hangtas,none,none,none,sticked at back of corporate hangtag,1,,,none,none,none,none,none,,0,1,1,0
123,edier,eiv4413,brand hangtageid_1_corporate  (eidht01 / orli : 396031 )supplier: ,none,none,hangtas,none,none,none,position 1,1,,,none,none,none,none,none,,0,1,1,0
124,edier,eiv4413,engagement hangtageid_2_lowimpact  (eidht024 / 396070 :)supplier: triple star,none,none,hangtas,none,none,none,position 2,1,,,none,none,none,none,none,,0,1,1,0
125,edier,eiv4413,fabric hangtageid_3_defender10/10_fst  (eidht0303 / 396050 : )supplier: triple star,none,none,hangtas,none,none,none,position 3,1,,,none,none,none,none,none,,0,1,1,0
126,edier,eiv4462,new defender discovery,libolon,06302 10k/10k,fabric 1,88% pes 12% pu// 100% tpu // 0,"56""",0,"main shell 
",none,,,nightfall,noir,deep jungle,none,none,,1,0,1,0
127,edier,eiv4462,defender®h+ motley dull,flying tex,pfw017n35,fabric 2,100% pes// 100% tpu // 0,"56""",162g/m2,"yokes at chest, top back, main parts of sleeves",none,,,nightfall,raven,noir,none,none,,1,0,1,0
128,edier,eiv4462,downproof planet,caroltex ref. 8093ldf3,none,lining,none,none,none,body  + hood sides + collar + sleeves,none,,,raven,dark orange,noir,none,none,,1,0,1,0
129,edier,eiv4462,210t nylon ,local sourcing,none,lining,none,none,none,inner pocket bag + care label pocket ,none,,,black,black,black,none,none,,1,0,1,0
130,edier,eiv4462,polytricot,local sourcing,none,lining,none,none,none,collar,none,,,black,black,black,none,none,,1,0,1,0
131,edier,eiv4462,micromax / polytricot,local sourcing,none,pockets,none,none,none,hand pockets,none,,,black,black,black,none,none,,1,0,1,0
132,edier,eiv4462,nylon,local sourcing,none,pockets,none,none,none,inner pocket,none,,,black,black,black,none,none,,1,0,1,0
133,edier,eiv4462,sealed seams,none,none,waterproofness,none,none,none,all seams,none,,,none,none,none,none,none,,1,0,1,0
134,edier,eiv4462,topstitching,none,none,threads,none,none,none,all,none,,,none,none,none,none,none,,1,0,1,0
135,edier,eiv4462,bartacks,none,none,threads,none,none,none,all,none,,,none,none,none,none,none,,1,0,1,0
136,edier,eiv4462,downproof planet,caroltex,8093ldf3,fabric 1,none,none,none,main shell,none,,,raven,noir,deep jungle,none,none,,1,0,0,1
137,edier,eiv4462,downproof planet,caroltex 8093ldf3,none,lining,none,none,none, - body,none,,,raven,noir,deep jungle,none,none,,1,0,0,1
138,edier,eiv4462,210t nylon,local sourcing,none,lining,none,none,none," - sleeves
",none,,,raven,noir,deep jungle,none,none,,1,0,0,1
139,edier,eiv4462,micromax - (polytricot approved 03/08/2016),local sourcing,none,lining,none,none,none,#NAME?,none,,,black,black,black,none,none,,1,0,0,1
140,edier,eiv4462,fake down primaloft black,primaloft,none,insulation,none,none,133g," - body
 - sleeves
- collar",none,,,none,none,none,none,none,,1,0,0,1
141,edier,eiv4462,e loft,local sourcing,none,insulation,none,none,60gr, - collar,none,,,none,none,none,none,none,,1,0,0,1
142,edier,eiv4462,topstitching,none,none,threads,none,none,none,all,none,,,matching,matching,none,none,none,,1,0,0,1
143,edier,eiv4462,bartacks,none,none,threads,none,none,none,all,none,,,matching,matching,none,none,none,,1,0,0,1
144,edier,eiv4462,"vislon zip5mmautolock, open end1 way, dalh slider",none,none,zippers,none,none,none,front opening,1,,,blackmetal effectykk 580,blackmetal effectykk 580,blackmetal effectykk 580,none,none,,0,1,1,0
145,edier,eiv4462,"5mm reversible vislonopen end, 1 waydu slider",none,none,zippers,none,none,none,for ias system,1,,,blackykk 580,blackykk 580,blackykk 580,none,none,,0,1,1,0
146,edier,eiv4462,"reversed coil zip3mmnon lock, close end1 way, dfbw slider",none,none,zippers,none,none,none,inner pocket,1,,,blackykk 580,blackykk 580,blackykk 580,none,none,,0,1,1,0
147,edier,eiv4462,"reversed coil zip3mmnon lock, close end1 way, dfbw slider",none,none,zippers,none,none,none,hand pockets,2,,,blackykk 580,blackykk 580,blackykk 580,none,none,,0,1,1,0
148,edier,eiv4462,"vislon zip5mmautolock, close end1 way, dalh slider",none,none,zippers,none,none,none,right chest pocket,1,,,blackykk 580,blackykk 580,blackykk 580,none,none,,0,1,1,0
149,edier,eiv4462,"coil zip3mmautolock, open end1 way, da slider",none,none,zippers,none,none,none,removable hood12 cm,1,,,nightfall18-4026 tpx,blackykk 580,deep jungle19-0508 tcx,none,none,,0,1,1,0
150,edier,eiv4462,puller rubberref: eiw18-03,none,none,trims,none,none,none,center front opening ,1,,,black,black,black,none,none,,0,1,1,0
151,edier,eiv4462,puller rubberref: eis19-05supplier : dragon times,none,none,trims,none,none,none,hand pockets,2,,,black,black,black,none,none,,0,1,1,0
152,edier,eiv4462,puller rubberref: eis19-05supplier : dragon times,none,none,trims,none,none,none,chest pocket,1,,,black,black,black,none,none,,0,1,1,0
153,edier,eiv4462,"drawstring outdoorref: ew026supplier: yf zipper0,2cmelastic",none,none,trims,none,none,none,hood,1,,,black,black,black,none,none,,0,1,1,0
154,edier,eiv4462,drawcordref: eis15u-xmco01supplier: yf zippernot elastic,none,none,trims,none,none,none,inner pocket,1,,,black,black,black,none,none,,0,1,1,0
155,edier,eiv4462,colored pearleis15u-xmper01supplier: unitex,none,none,trims,none,none,none,back hood,1,,,black,black,black,none,none,,0,1,1,0
156,edier,eiv4462,rubber stopperref: eis15u-xmstp01supplier: unitex,none,none,trims,none,none,none,back hood,1,,,black,black,black,none,none,,0,1,1,0
157,edier,eiv4462,colored webbingref: eis15u-xmtre01supplier: yf zipperto hold stoppers,none,none,trims,none,none,none,body hemback hood,1,,,black,black,black,none,none,,0,1,1,0
158,edier,eiv4462,eyelet 12mmlocal sourcing,none,none,trims,none,none,none,back hood,1,,,black,black,black,none,none,,0,1,1,0
159,edier,eiv4462,small plastic snapref : eiw16-16supplier : unitex12mm,none,none,trims,none,none,none,removable hoodcuff flaps3 in 1 connection / 3 points,42 + 43,,,black,black,black,none,none,,0,1,1,0
160,edier,eiv4462,eider hangloopref : eiw18-01supplier : 'yf zipper4mm diameter,none,none,trims,none,none,none,hangloop at collar,1,,,black/ raven/ misty grey,black/ raven/ misty grey,black/ raven/ misty grey,none,none,,0,1,1,0
161,edier,eiv4462,"new rubber plate
ref: eiw18-14
supplier : clotex 
35 mm x 35 mm",none,none,labels,none,none,none,sewn on left shoulder of outside jacket,1,,,black,black,black,none,none,,0,1,1,0
162,edier,eiv4462,woven hangloop eiderref: eiw15-07supplier: sml,none,none,labels,none,none,none,inside collar,1,,,black,black,black,none,none,,0,1,1,0
163,edier,eiv4462,size woven label mmgalpha women topsupplier: smlref: lws18-04with rn + ca numbers,none,none,labels,none,none,none,inside collar under hangloop,1,,,black,black,black,none,none,,0,1,1,0
164,edier,eiv4462,canadian labelfor paddinglocal sourcing,none,none,labels,none,none,none,inside left,1,,,white,white,white,none,none,,0,1,1,0
165,edier,eiv4462,satin care labelref label 1:  smlcl1ref label 2: smlcl2ref label 3: smlcl3supplier: sml,none,none,labels,none,none,none,"under snow skirt, left side at 16cm from the bottommust be out of the store pocket for sms",1,,,white,white,white,none,none,,0,1,1,0
166,edier,eiv4462,"plastic pinlocal sourcingto be confirmed10cm, white",none,none,hangtas,none,none,none,to attach the hangtag,1,,,none,none,none,none,none,,0,1,1,0
167,edier,eiv4462,biggencode stickerlocal sourcing5cm x 5cm,none,none,hangtas,none,none,none,sticked at back of corporate hangtag,1,,,none,none,none,none,none,,0,1,1,0
168,edier,eiv4462,brand hangtageid_1_corporate  (eidht01 / orli : 396031 )supplier: triple star,none,none,hangtas,none,none,none,position 1,1,,,none,none,none,none,none,,0,1,1,0
169,edier,eiv4462,engagement hangtageid_2_pfcfree  (eidht025 / 396045 :)supplier: triple star,none,none,hangtas,none,none,none,position 2,1,,,none,none,none,none,none,,0,1,1,0
170,edier,eiv4462,engagement hangtageid_2_lowimpact  (eidht024 / 396070 :)supplier: triple star,none,none,hangtas,none,none,none,position 3,1,,,none,none,none,none,none,,0,1,1,0
171,edier,eiv4462,fabric hangtageid_3_defender10/10_fst  (eidht0303 / 396050 : )supplier: triple star,none,none,hangtas,none,none,none,position 4,1,,,none,none,none,none,none,,0,1,1,0
172,edier,eiv4462,ykkreversed zip5mmref slider dalh,none,none,zippers,none,none,none,front opening for ias system,1,,,raven,black,deep jungle,none,none,,0,1,0,1
173,edier,eiv4462,ykkreversible injected zip5mmref slider #du,none,none,zippers,none,none,none,front opening for ias system,1,,,raven,black,deep jungle,none,none,,0,1,0,1
174,edier,eiv4462,drawcordref: eis15u-xmco01supplier: yf zippernot elastic,none,none,trims,none,none,none,center front opening,1,,,black,black,black,none,none,,0,1,0,1
175,edier,eiv4462,"new under dev.drawstring outdoorref: ew026supplier: yf zipper0,2cmelastic",none,none,trims,none,none,none,loop at back collar,1,,,black,black,black,none,none,,0,1,0,1
176,edier,eiv4462,"new under dev.drawstring outdoorref: ew026supplier: yf zipper0,2cmelastic",none,none,trims,none,none,none,line for connexionloops at bottom of sleeves for connexion,2,,,black,black,black,none,none,,0,1,0,1
177,edier,eiv4462,lycra bias unicolorref: a00a-l11133/20supplier: wilson,none,none,trims,none,none,none,hand pockets finishings,2,,,black,black,black,none,none,,0,1,0,1
