,material,item,description,spec,width:,weight:,position,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,brand,style,supplier,ref,qty,price/unit,unit,fabric,trims,zipper,outer,inner
894,"Out shell 1, Out shell 2, Out shell 2, Out shell 3, Out shell 3, Lining A, also pocket bags., Lining E, mesh pocket, Lining G, Lining J, lower pocket bags outer side, TKA or TSA 80g; Body, collar, sleeves, TKA or TSA 40g; Hood + inside hood rim, hood front, collar back and front pkts, sleeve ends; all places between 2 laminated fabrics, Collar, Hood peak, cuff flaps, snowgaiter outshell pcs,, inner pocket *1; also as hang loop on CB, snowgaiter *1, Cuffs, cuff flaps, Front, Front, left chest pocket(ready length), Left chest pockets, left chest pockets, lower pocket, lower pockets, lower pockets, Ski pass pocket (ready length), Ski pass pocket, Ski pass pocket, snowgaiter *2, spare button bag *1, snowgaiter, spare buttons inside, hood front *1, Hem *1, goggles wipe cloth *1, hood front,  hem *2, hem *2, for fixed cord lock *2, Hem *4, hood front *6, hood back *2, goggles wipe cloth fixing,  outshell 1, inside mesh pocket for google cloth fixing, 1st one on each row; see the sketch., 2nd one on each row; see the sketch., 3rd one on each row; see the sketch., 4th one on each row; see the sketch., right chest seam, see the sketch., CB neckline, left side seam under snowgaiter, see the sketch., lining, DrymaxX + neck &style label;see the sketch., Leaf logo+halti leaf logo(special sonic print); see the sketch.,  All hangtags fixed to left pocket zip silder w/round plastic pin,   From CoatsOpti, From CoatsOpti, Stretch-tape. All seams",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,"Out shell 1, Out shell 2, Lining A + pocket bags, Lininig B(BODY always brushed side towards LINING (so that you can get clothes on smoothly), TKA or TSA 60g, front inner lists, belt loops, pocket flaps, good soft local quality J1, waist band, good soft local quality J, front fly, Waist front, under snap buttons, Waist front, under snap buttons, Front, Front, Upper pocket, Upper pocket, Metallic; Waist front *2, spare button bag *1, right knee cutting seam, see the sketch., left cutting seam above pocket, see the sketch., woven, for spare buttons inside; beneath carelabel, Hang loop, CB waist, waist seam, see the sketch., lining, see the sketch.,     From CoatsOpti, All seams.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,"Out shell 1, Out shell 2, Out shell 3, Lining A, also pocket bags & hood lining, Lining B(collar part brushed side twards Body; as body lining is always brushed side towards LINING., Lining D, Lining E, mesh pocket, lower pocket bags outer side, TKA or TSA 80g; Body, collar, sleeves, TKA or TSA 40g; Hood, hood front, collar back and front pkts, sleeve ends; all places between 2 laminaed fabrics, Collar, inner front flaps, Hood peak, cuff flaps, snowgaiter, snowgaiter outshell pcs, lower pocket flaps, inner pocket *1, Cuffs, cuff flaps, Collar back *1 pair; female on hood fixing list, male inside""pocket"", Front, Front, Left chest pocket (ready length), Left chest pocket, left chest pocket, lower pocket , Lower pocket, Lower pocket, Ski pass pocket (ready length), Ski pass pocket, Ski pass pocket, hood attachment front*4,(male in collar front pockets, female in hood), spare button bag*1, snowgaiter *3, hood/collar back *2, spare buttom bag *1, snowgaiter, spare buttons inside, hood front *1, hood horizontal*1, Collar back *1, Hem *1, goggle wipe cloth *1, hood front, hood back *1, hem *2, collar back *1, hood back *1, hem *2, collar back *1, for fixed cord lock *4, goggle wipe cloth fixing,  outshell 1, inside mesh pocket for goggle cloth fixing, Hem *4, hood front *6, hood back *2, collar back *2, left side seam, see the sketch., Left sleeve, see the sketch., Hang loop, CB neckline, left side seam under snowgaiter, lining, see the sketch.,  All hangtags fixed to left pocket zip silder w/round plastic pin,   From CoatsOpti, From CoatsOpti, Stretch-tape. All seams",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,"Out shell 1, Out shell 2 (for colorway  E63 &P99), Out shell 2 (for colorway  C34 &G59), Lining A, also pocket bags., Lining E, mesh pocket, Lining J, lower pocket bags outer side, TKA or Tsa 80g; Body, collar, sleeves, TKA or TSA 40g; Hood, hood front, collar back and front pks, sleeve ends; all places between 2 laminated fabrics, Collar, outside &inner front flaps, cuff flaps. Outshell piece on snowgaiter, Hood peak, pocket flaps, inner pocket*1, snowgaiter*1, Cuffs, cuff flaps, Collar, back*1 pair; female on hood fixing list, male inside ""pocket"", Front list; 4*6cm; 1*3cm, Front list; 4*6cm; 1*3cm (1 in collar), Front, Font, Front, Left chest pocket, Left chest pocket, Left chest pocket, lower pocket, lower pockets, lower pockets, Ski pass pocket (ready length), Ski pass pocket, Ski pass pocket, hood attachment front*4,(male in collar front pockets, female in hood), spare button bag*1, snowgaiter*3, hood/collar back*2 spare button bag *1, snowgaiter, spare buttons inside, hood front*1, hood horizontal*1, Collar back*1, Hem*1, goggles wipe cloth*1, hood front, hood back*1, hem*2, collar back*1, hood back*1, hem*2, collar back*1, for fixed cord lock*4, goggle wipe cloth fixing,  outshell 1, inside mesh pocket for goggle cloth fixing, Hem *4, hood front *6, hood back *2, collar back *2, Left sleeve, see the sketch., see the sketch., Hang loop, CB neckline, left side seam under snowgaiter, left side seam, lining, Special sonic print, see the sketch., DrymaxX + neck label, see the sketch.,  All hangtags fixed to left pocket zip silder w/round plastic pin,   Front CoatsOpti, Front CoatsOpti, Stretch-tape. All seams",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,"Out shell 1, Out shell 2, Out shell 3, Out shell 4, Lining A+pocket bag, Polyester quality, CB placed sublimation print, Lining S, Lining D, cuff, Lining E, mesh pocket and ventilation, Lining J, Lower pocket bsgs outer side, Body and sleeves, Hood, Front inner list, vent inner lists, Hood peak, cuff flaps, snowgaiter outshell pcs, inner pocket*1, also as hang loop, snowgaiter*1 , Cuffs, cuff flaps, cut to shape, Front, Front, lower pockets, lower pockets, lower pockets, Ski pass pocket(opening legth), Ski pass pocket, Ski pass pocket, snowgaiter*3, spare button bag*1, snowgaiter, spare buttons inside, hood front*1, hem*1, goggles wipe cloth*1, hood front, hem*2, hem*2, for fixed cord lock*2, Hem*4, hood front*6, goggles wipe cloth fixing,  outshell 1, inside mesh pocket for goggle cloth fixing, CB neckline, left side seam under snowgaiter, At back, Left chest,  Halti leaf logo, leaf logo, See the sketch,  All hangtags fixed to left pocket zip silder w/round plastic pin,  Primaloft Black Insulation Down Blend, From CoatsOpti, From CoatsOpti",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,"eclipse blue,  tangerine orange,  dark grey, stock white, eclipse blue, eclipse blue, reflective silver, stock white, dark grey, dark grey, orange\n17-1462, eclipse blue, reflective eclipse blue, reflective orange 17-1462, reflective silver,   dark grey,   white,   ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,"lunar blue, lunar blue, marine blue, marine blue, lunar blue, lunar blue, lunar blue, s3734 (dark grey), dark grey, s3734 (dark grey), marine blue, antique silver, marine blue, marine blue, marine blue,  dark grey,  white,      ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,"moroccan red, royal red, royal red, moroccan red, royal red, moroccan red, 18-1449 ketchup, moroccan red,  dark grey,  white,      ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,"lunar blue, marine blue, marine blue, use available, use available, use available, lunar blue, s3734 (dark grey), dark grey, s3734 (dark grey), marine blue, antique silver, marine blue, lunar blue, marine blue, lunar blue, marine blue, lunar blue, marine blue,  dark grey,  white,      ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,"marine blue, marine blue, stock white, lunar blue, lunar blue, lunar blue, lunar blue, reflective silver, marine blue, lunar blue, lunar blue, white,  dark grey,        ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,"nightfall blue, white, nightfall blue, nightfall blue, nightfall blue, nightfall blue, s3734 (dark grey), dark grey, s3734 (dark grey), nightfall blue, antique silver, nightfall blue, nightfall blue, 19-4010 eclipse blue, 19-4010 eclipse blue,  dark grey,  white,      ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,"plum violet,  carrot orange,  caviar black, stock white, dark grey, bayberry green, bayberry green, reflective silver, stock white, white, dark grey, dark grey, bayberry green, carrot orange, graphite black, reflective opal green, reflective opal green,    dark grey,   white",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,"mahogany red, ruby red, mahogany red, ruby red, ruby red, caviar black,  dark grey,   black,  white,      ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,"mahogany red, ruby red, caviar black, ruby red, ruby red, caviar black, mahogany red, ruby red, mahogany red,  dark grey,  white,      ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,"melon red, nightfall blue, nightfall blue, nightfall blue, melon red, nightfall blue, nightfall blue, nightfall blue, melon red, nightfall blue, nightfall blue, melon red,   dark grey,  white,      ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,"rainforest green, nightfall blue,  nightfall blue, nightfall blue, nightfall blue, nightfall blue, rainforest green, nightfall blue, nightfall blue, white,  dark grey,   white,      ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,"melon red, nightfall blue, nightfall blue, nightfall blue, nightfall blue, nightfall blue, nightfall blue, nightfall blue, melon red, melon red,  dark grey,  white,      ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,"black heather,  black heather,   black, neon lime, neon lime, antique silver, ebony, neon lime, neon lime, reflective silver,  white",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,"navy,  navy, ocean,  stock white, ocean, s3734 (dark grey), s3734 (dark grey), dark grey, navy, ocean, reflective silver, reflective silver,   navy, white, ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,"ebony heather, reflective silver,  white",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,"black, black, ebony, reflective grey, ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,"ebony, ebony, ocean, ocean, black, reflective grey,  white",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,"ocean, ocean, navy, navy, navy, ocean, navy,  ocean, white",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,"orange, navy, navy, orange, navy, navy, 18-1561, reflective grey,  white",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,"ocean, ocean, ocean, ocean, ocean, ocean, stock white, ebony, reflective silver, reflective silver,  ocean, white",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,"navy, navy, orange,  white",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,"orange, orange, reflective silver,  white",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,"use available color for proto, use available color for proto, use available color for proto, use available for proto, use available for proto, antique silver, use available for proto, use available for proto, use available for proto",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,"use available color for proto, use available color for proto, use available for proto, use available for proto, use available for proto, use available for proto",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,"use available color for proto, use available color for proto, use available color for proto, use available for proto, use available for proto, use available for proto, antique silver, use available for proto, use available for proto, use available for proto",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,"pompeian 18-1658 tcx, asphalt 19-0201 tcx\n/gray 18-0000 tcx, asphalt 19-0201 tcx, asphalt 19-0201 tcx,  ykk 306, ykk 140, ykk 140, suede color 32, print color asphalt 19-0201 tcx, asphalt / gray, pompeian 18-1658 tcx, pompeian 18-1658 tcx, gray 18-0000 tcx, asphalt 19-0201 tcx / gray 18-0000 tcx, black 19-0303 tcx, multi, grey satin, white with black lettering, multi, multi, multi, clear, multi, pompeian 18-1658 tcx, asphalt 19-0201 tcx\n/gray 18-0000 tcx, asphalt 19-0201 tcx, asphalt 19-0201 tcx,  ykk 306, ykk 140, ykk 140, suede color 32, print color asphalt 19-0201 tcx, asphalt / gray, pompeian 18-1658 tcx, pompeian 18-1658 tcx, gray 18-0000 tcx, asphalt 19-0201 tcx / gray 18-0000 tcx, black 19-0303 tcx, multi, grey satin, white with black lettering, multi, multi, multi, clear, multi",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,"rococco red 18-\n1652 tcx, asphalt 19-0201 tcx\n/gray 18-0000 tcx, asphalt 19-0201 tcx, asphalt 19-0201 tcx,  ykk 306, ykk 519, ykk 519, suede color 41, print color asphalt 19-0201 tcx, asphalt 19-0201 tcx\n/ gray 18-0000 tcx cord ends:, black, roccoco red 18-\n1652 tcx, gray 18-0000 tcx, 6268 - gray, asphalt/gray, asphalt 19-0201 tcx, gray 18-0000 tcx, grey satin, white with black lettering, multi, multi, multi, clear, white with black font, rococco red 18-\n1652 tcx, asphalt 19-0201 tcx\n/gray 18-0000 tcx, asphalt 19-0201 tcx, asphalt 19-0201 tcx,  ykk 306, ykk 519, ykk 519, suede color 41, print color asphalt 19-0201 tcx, asphalt 19-0201 tcx\n/ gray 18-0000 tcx cord ends:, black, roccoco red 18-\n1652 tcx, gray 18-0000 tcx, 6268 - gray, asphalt/gray, asphalt 19-0201 tcx, gray 18-0000 tcx, grey satin, white with black lettering, multi, multi, multi, clear, white with black font",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,"pantone 5535c, pantone 5535c, d.t.m pantone 5535c, d.t.m pantone 5535c, as per art sheet, as per art sheet, as per art sheet, pantone 5535c, d.t.m pantone 5535c, pantone 5535c, pantone 5535c, d.t.m pantone 5535c, d.t.m pantone 5535c, as per art sheet, as per art sheet, as per art sheet, pantone 5535c, d.t.m pantone 5535c",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,"pantone 5535c, pantone 5535c, d.t.m pantone 5535c, pantone 540c, pantone 540c, solid black, as per art sheet, as per art sheet, as per art sheet, as per art sheet, pantone 5535c, pantone 5535c, pantone 5535c, pantone 5535c, d.t.m pantone 5535c, pantone 540c, hidden , solid black, as per art sheet, as per art sheet, as per art sheet, as per art sheet, pantone 5535c, pantone 5535c, pantone 5535c, d.t.m pantone 5535c, pantone 540c, pantone 540c, solid black, as per art sheet, as per art sheet, as per art sheet, as per art sheet, pantone 5535c, pantone 5535c, pantone 5535c, pantone 5535c, d.t.m pantone 5535c, pantone 540c, hidden , solid black, as per art sheet, as per art sheet, as per art sheet, as per art sheet, pantone 5535c",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,"pantone 5535c, pantone 5535c, d.t.m pantone 5535c, pantone 540c, pantone 5535c, d.t.m pantone 5535c, as per art sheet, as per art sheet, as per art sheet, d.tm body, pantone 5535c, pantone 5535c, d.t.m pantone 5535c, pantone 540c, pantone 5535c, d.t.m pantone 5535c, as per art sheet, as per art sheet, as per art sheet, d.tm body",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,"pantone 5535c, pantone 5535c, d.t.m pantone 5535c, d.t.m pantone 5535c, as per art sheet, as per art sheet, as per art sheet, pantone 5535c, d.t.m pantone 5535c, pantone 5535c, pantone 5535c, d.t.m pantone 5535c, d.t.m pantone 5535c, as per art sheet, as per art sheet, as per art sheet, pantone 5535c, d.t.m pantone 5535c",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,"pantone 5535c, pantone 5535c, d.t.m pantone 5535c, pantone 540c, pantone 5535c, d.t.m pantone 5535c, as per art sheet, as per art sheet, as per art sheet, d.tm body, pantone 5535c, pantone 5535c, d.t.m pantone 5535c, pantone 540c, pantone 5535c, d.t.m pantone 5535c, as per art sheet, as per art sheet, as per art sheet, d.tm body",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,"scarlet red 19-1760 tcx, dress blue 19-4024 tcx, iron gate 19-3910 tcx, iron gate 19-3910 tcx, black, black, black, match to solis fabric backing,  version b :                  \nsilver c-407 - print black, gloss silver db 0692-0, white, anthrazite, scarlet red 19-1760 tcx \nykk 519, scarlet red 19-1760 tcx \nykk 519, scarlet red 19-1760 tcx \nykk 519, c5 silver, iron gate 19-3910 tcx \nykk 182, iron gate 19-3910 tcx \nykk 182, gloss silver db 0752-0, black, black, black, black, black, gloss silver\ndb-0691-0, black, black, black, gloss silver db 0691-0, black, black, black, gloss silver\nlocal color, black, black, silver 14-5002 tcx,  -- ,  -- ,  -- , semi clear,  -- ,  -- ,  -- ,  -- ,  -- , scarlet red 19-1760 tcx, dress blue 19-4024 tcx, iron gate 19-3910 tcx, iron gate 19-3910 tcx, black, black, black, match to solis fabric backing,  version b :                  \nsilver c-407 - print black, gloss silver db 0692-0, white, anthrazite, scarlet red 19-1760 tcx \nykk 519, scarlet red 19-1760 tcx \nykk 519, scarlet red 19-1760 tcx \nykk 519, c5 silver, iron gate 19-3910 tcx \nykk 182, iron gate 19-3910 tcx \nykk 182, gloss silver db 0752-0, black, black, black, black, black, gloss silver\ndb-0691-0, black, black, black, gloss silver db 0691-0, black, black, black, gloss silver\nlocal color, black, black, silver 14-5002 tcx,  -- ,  -- ,  -- , semi clear,  -- ,  -- ,  -- ,  -- ,  -- ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,"scarlet red 19-1760, dress blue 19-4024 tcx, black, iron gate 19-3910 tcx, iron gate 19-3910 tcx, iron gate 19-3910 tcx, light grey, black, black, version b: hipster c-407                      silver- print black, gloss silver db 0692-0, gloss silver db-0717, white, black, white, scarlet 19-1760 tcx ykk 519, scarlet 19-1760 tcx ykk 519, scarlet 19-1760 ykk 166, scarlet 19-1760 ykk 166, scarlet 19-1760 tcx ykk 519, scarlet 19-1760 tcx ykk 519, dress blue ykk 960, dress blue ykk 960, silver c-407, dtm, gloss silver db 0752-0, black, black, white,   -- ,  -- ,  semi clear,  -- ,  -- ,  -- ,  -- ,  -- , scarlet red 19-1760, dress blue 19-4024 tcx, black, iron gate 19-3910 tcx, iron gate 19-3910 tcx, iron gate 19-3910 tcx, light grey, black, black, version b: hipster c-407                      silver- print black, gloss silver db 0692-0, gloss silver db-0717, white, black, white, scarlet 19-1760 tcx ykk 519, scarlet 19-1760 tcx ykk 519, scarlet 19-1760 ykk 166, scarlet 19-1760 ykk 166, scarlet 19-1760 tcx ykk 519, scarlet 19-1760 tcx ykk 519, dress blue ykk 960, dress blue ykk 960, silver c-407, dtm, gloss silver db 0752-0, black, black, white,   -- ,  -- ,  semi clear,  -- ,  -- ,  -- ,  -- ,  -- ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,"aquamarine, aquamarine, dark night, black, black, black,    dark night  / candy pink camo,  dark night, black, black,    matching, matching, blue morpho ykk 020, blue morpho ykk 020, blue morpho ykk 020, blue morpho ykk 020, blue morpho ykk 020, blue morpho, blue morpho, blue morpho, blue morpho, blue morpho, blue morpho, blue morpho, blue morpho, blue morpho, blue morpho, blue morpho, blue morpho/ dark night/ white, blue morpho aquamarine, black, black, black, white, white,        dark night, dark night, dark night, insigna blue(ss18 lafuma color), dark night, blue morpho, blackl1eimwh04k#001 , black, white, white, aquamarine, aquamarine, dark night, black, black, black,    dark night  / candy pink camo,  dark night, black, black,    matching, matching, blue morpho ykk 020, blue morpho ykk 020, blue morpho ykk 020, blue morpho ykk 020, blue morpho ykk 020, blue morpho, blue morpho, blue morpho, blue morpho, blue morpho, blue morpho, blue morpho, blue morpho, blue morpho, blue morpho, blue morpho, blue morpho/ dark night/ white, blue morpho aquamarine, black, black, black, white, white,        dark night, dark night, dark night, insigna blue(ss18 lafuma color), dark night, blue morpho, blackl1eimwh04k#001 , black, white, white",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,"dark night, dark night, white, corn, dark night, black, dark night/ misty grey, corn, black, grey, black,  0, black, 0, 0, 0, 0, all seams, sleeves + chest pocket,   dark nightykk 919, dark nightykk 919, dark nightykk 169, dark nightykk 169, blackykk 580, dark nightykk 169, dark nightykk 169, dark nightykk 169, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night/ black/ dark night, dark night, dark night, tone/tone, black, dark night, dark night, dark night, black, black, dark night, black, black, white, white,      dark night, dark night, white, corn, dark night, black, dark night/ misty grey, corn, black, grey, black,  0, black, 0, 0, 0, 0, all seams, sleeves + chest pocket,   dark nightykk 919, dark nightykk 919, dark nightykk 169, dark nightykk 169, blackykk 580, dark nightykk 169, dark nightykk 169, dark nightykk 169, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night, dark night/ black/ dark night, dark night, dark night, tone/tone, black, dark night, dark night, dark night, black, black, dark night, black, black, white, white,     ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,"nightfall, nightfall, raven, black, black, black, black,    raven, raven, raven, black,   matching, matching, blackmetal effectykk 580, blackykk 580, blackykk 580, blackykk 580, blackykk 580, nightfall18-4026 tpx, black, black, black, black, black, black, black, black, black, black, black/ raven/ misty grey, black, black, black, white, white,       raven, raven, black, black, black, black, black, black, white, white, black, nightfall, nightfall, raven, black, black, black, black,    raven, raven, raven, black,   matching, matching, blackmetal effectykk 580, blackykk 580, blackykk 580, blackykk 580, blackykk 580, nightfall18-4026 tpx, black, black, black, black, black, black, black, black, black, black, black/ raven/ misty grey, black, black, black, white, white,       raven, raven, black, black, black, black, black, black, white, white, black",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,"noir, noir, black, black, ghost/ steel grey, noir, black, grey, black,  black, black,     matching, matching, ravenwith  black teethykk 301 , ravenwith  black teethykk 301 , ravenykk 301 , ravenykk 301 , ravenykk 301 , blackykk 580, ravenykk 301 , black, black, black, black, black, black, black, black, black, black, black, black, black, black, black/ raven/ misty grey, black, black, black, black, black, black, black, noir, tone/tone, black, black, black, black, white, white,       noir, noir, black, black, ghost/ steel grey, noir, black, grey, black,  black, black,     matching, matching, ravenwith  black teethykk 301 , ravenwith  black teethykk 301 , ravenykk 301 , ravenykk 301 , ravenykk 301 , blackykk 580, ravenykk 301 , black, black, black, black, black, black, black, black, black, black, black, black, black, black, black/ raven/ misty grey, black, black, black, black, black, black, black, noir, tone/tone, black, black, black, black, white, white,      ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,"blue morpho,  green fizz, black, blue morpho, black, black, black, transparent, matching, matching, green fizz, black, matching , matching , blue morphoykk 020, blackykk 580, blue morphoykk 020, blue morphoykk 020, blue morphoykk 020blue morpho, blue morphoblue morpho, blue morphoblue morpho\ndark night\nwhite, blue morpho\ndark night\nwhiteblue morpho, blue morpho, blue morpho, blue morpho, blue morpho, silver, matching, black, black, white, blue morphoykk 020blue morpho, blue morphoykk 020blue morpho, blue morphoykk 020, darkblue morphoblue morpho\ndark night\nwhite, darkblue morphoblue morpho\ndark night\nwhite, blue morpho\ndark night\nwhite, blue morpho\ndark night\nwhite, black, white, black,    white, blue morpho,  green fizz, black, blue morpho, black, black, black, transparent, matching, matching, green fizz, black, matching , matching , blue morphoykk 020, blackykk 580, blue morphoykk 020, blue morphoykk 020, blue morphoykk 020blue morpho, blue morphoblue morpho, blue morphoblue morpho\ndark night\nwhite, blue morpho\ndark night\nwhiteblue morpho, blue morpho, blue morpho, blue morpho, blue morpho, silver, matching, black, black, white, blue morphoykk 020blue morpho, blue morphoykk 020blue morpho, blue morphoykk 020, darkblue morphoblue morpho\ndark night\nwhite, darkblue morphoblue morpho\ndark night\nwhite, blue morpho\ndark night\nwhite, blue morpho\ndark night\nwhite, black, white, black,    white",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,"black , black , black , camel , camel , camel , sage , sage , sage , taupe , stone , pavement , burgundy , burgundy , burgundy , black , burgundy , grey , white , 37.5 print seamtape , black #580 tape,  vt10mj matte black teeth,  x6 black oxides slider,  black #580 tape,  vt10mj matte black teeth,  x6 black oxides slider,  black #580 tape,  black #580 teeth,  x6 black oxides slider,  black #580 tape,  black #580 teeth,  x6 black oxides slider,  black #580 tape,  black #580 teeth,  x6 black oxides slider,  black #580 tape,  black #580 teeth,  x6 black oxides slider, antique white #121 tape, antique white #121 teeth,  x6 black oxides slider,  black #580 tape,  black #580 teeth,  x6 black oxides slider, black , black , black , black , gray , x6 black oxides , black , black , white , black , matt black , black , black , black , black , black , black , black , black , x6 black oxides , black , black , x6 black oxides , x6 black oxides , black , black , x6 black oxides , black , black , black , clear , clear , ykk black #580 , ykk black #580 , black , black , black , camel , camel , camel , sage , sage , sage , taupe , stone , pavement , burgundy , burgundy , burgundy , black , burgundy , grey , white , 37.5 print seamtape , black #580 tape,  vt10mj matte black teeth,  x6 black oxides slider,  black #580 tape,  vt10mj matte black teeth,  x6 black oxides slider,  black #580 tape,  black #580 teeth,  x6 black oxides slider,  black #580 tape,  black #580 teeth,  x6 black oxides slider,  black #580 tape,  black #580 teeth,  x6 black oxides slider,  black #580 tape,  black #580 teeth,  x6 black oxides slider, antique white #121 tape, antique white #121 teeth,  x6 black oxides slider,  black #580 tape,  black #580 teeth,  x6 black oxides slider, black , black , black , black , gray , x6 black oxides , black , black , white , black , matt black , black , black , black , black , black , black , black , black , x6 black oxides , black , black , x6 black oxides , x6 black oxides , black , black , x6 black oxides , black , black , black , clear , clear , ykk black #580 , ykk black #580 ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
