,Style,position,item,ref num,content,colorway 1 ,colorway 2,colorway 3,none,none.1,none.2,amount,0,0.1,0.2,location ,silt,military,ink,port,bone,black,walnut,location,colorway 1,colorway 4,colorway 5,colorway 6,soil,vintage camo broken twill,dusty green,0.3,soil / black,black / oxblood,gunmetal / bombay,dark slate,rust,raven,none.3,none.4,slider ref number,floral print broken twill,black/ rust,bone/ black,gunmetal/ ink,details,colorways,0.4,black overdye denim,brown overdye denim,bone/floral print,rust / black,ink / gunmetal,gunmetal,silt ,bone ,silt / gunmetal,walnut / ink,camo,sand / dark slate,harvest / raven,raw blue denim,pink,ref number,winter 2018/2019,contractor:,soluna
3,L1TA-107-17_MOONAGE_090916_TRIMS.csv,inside pocket,#5 coil,non ykk dadhr diecast wire // 1-way non locking,,,,,,,,1,none,none,none,,,silder/pull color: silver finish (sn039 pseudo nickel bright)/ tape color: 19-0515 tpx military,,,,silder/pull/ color: silver finish (sn039 pseudo nickel bright)/ tape color: 19-4006 tpx black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silder/pull color: silver finish (sn039 pseudo nickel bright)/ tape color: 15-1512 tpx pink,,,,
4,L1TA-107-17_MOONAGE_090916_TRIMS.csv,zipper pulls,item,supplier/ ref number,,,,,,,,amount,0,0,0,,,military,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink,,,,
5,L1TA-107-17_MOONAGE_090916_TRIMS.csv,cf,l1 metal pull,shenzhen guan hong metal zipper co.  / l1-2016-trim-009 ,,,,,,,,1,none,none,none,,,silver finish (sn039 pseudo nickel bright),,,,silver finish (sn039 pseudo nickel bright),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver finish (sn039 pseudo nickel bright),,,,
6,L1TA-107-17_MOONAGE_090916_TRIMS.csv,hand pockets, self fabric pull,factory made // 11nt-045,,,,,,,,1 per side = 2,none,none,none,,,shell fabric matching,,,,shell fabric matching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shell fabric matching,,,,
7,L1TA-107-17_MOONAGE_090916_TRIMS.csv,arm pocket, self fabric pull,factory made // 11nt-045,,,,,,,,1,none,none,none,,,shell fabric matching,,,,shell fabric matching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shell fabric matching,,,,
8,L1TA-107-17_MOONAGE_090916_TRIMS.csv,inside pocket, self fabric pull,factory made // 11nt-045,,,,,,,,1,none,none,none,,,shell fabric matching,,,,shell fabric matching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shell fabric matching,,,,
9,L1TA-107-17_MOONAGE_090916_TRIMS.csv,l1 branded trims,item,supplier/ ref number,,,,,,,,amount,0,0,0,,,military,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink,,,,
10,L1TA-107-17_MOONAGE_090916_TRIMS.csv,front left sleeve,l1 small embroidery,soluna / l1-2016-026,,,,,,,,1,none,none,none,,,dtm,,,,dtm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dtm,,,,
11,L1TA-107-17_MOONAGE_090916_TRIMS.csv,back right ,l1 large embroidery,soluna / l1-2016-027,,,,,,,,1,none,none,none,,,dtm,,,,dtm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dtm,,,,
12,L1TA-107-17_MOONAGE_090916_TRIMS.csv,center front,large l1 button,luks,,,,,,,,4 (sew one extra to back of inner side seam label),none,none,none,,,military 19-0515 tpx ,,,,19-4006 tpx black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink 15-1512 tpx,,,,
13,L1TA-107-17_MOONAGE_090916_TRIMS.csv,left chest,"debossed velcro
patch (loop side) ",paiho / trim number,,,,,,,,1,none,none,none,,,military 19-0515 tpx ,,,,19-4006 tpx black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink 15-1512 tpx,,,,
14,L1TA-107-17_MOONAGE_090916_TRIMS.csv,snaps,item,supplier/ ref number,,,,,,,,amount,0,0,0,,,military,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink,,,,
15,L1TA-107-17_MOONAGE_090916_TRIMS.csv,hem (hidden),24l metal snap,suppler / ref nuber,,,,,,,,1,none,none,none,,,silver finish (sn039 pseudo nickel bright),,,,silver finish (sn039 pseudo nickel bright),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver finish (sn039 pseudo nickel bright),,,,
16,L1TA-107-17_MOONAGE_090916_TRIMS.csv,cord locks,item,supplier/ ref number,,,,,,,,amount,0,0,0,,,military,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink,,,,
17,L1TA-107-17_MOONAGE_090916_TRIMS.csv,front hood cord locks ,cord lock,knk / sp-042 cord lock without tie down,,,,,,,,1 per side = 2,none,none,none,,,military 19-0515 tcx ,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink 15-1512 tpx,,,,
18,L1TA-107-17_MOONAGE_090916_TRIMS.csv,grommets,item,supplier/ ref number,,,,,,,,amount,0,0,0,,,military,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink,,,,
19,L1TA-107-17_MOONAGE_090916_TRIMS.csv,front hood cord exits,grommet  8mm diameter,please sorce,,,,,,,,2 per side = 4,none,none,none,,,silver finish (sn039 pseudo nickel bright),,,,silver finish (sn039 pseudo nickel bright),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver finish (sn039 pseudo nickel bright),,,,
20,L1TA-107-17_MOONAGE_090916_TRIMS.csv,shockcord,item,supplier/ ref number,,,,,,,,amount,0,0,0,,,military,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink,,,,
21,L1TA-107-17_MOONAGE_090916_TRIMS.csv,"hood, center front button loops",3mm stretch shockcord,suppler / ref nuber,,,,,,,,none,none,none,none,,,military 19-0515 tcx ,,,,dtm (black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink 15-1512 tpx,,,,
22,L1TA-107-17_MOONAGE_090916_TRIMS.csv,webbing ,item,supplier/ ref number,,,,,,,,amount,0,0,0,,,military,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink,,,,
23,L1TA-107-17_MOONAGE_090916_TRIMS.csv,hood cord lock tie down,"1/4"" webbing tie down",suppler / ref nuber,,,,,,,,1 per side = 2,none,none,none,,,none,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
24,L1TA-107-17_MOONAGE_090916_TRIMS.csv,cf button loops,round drawcord ,suppler / ref nuber,,,,,,,,4,none,none,none,,,military 19-0515 tcx ,,,,dtm (black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink 15-1512 tpx,,,,
25,L1TA-107-17_MOONAGE_090916_TRIMS.csv,thread,spi,ref number,,,,,,,,amount,0,0,0,,,military,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink,,,,
26,L1TA-107-17_MOONAGE_090916_TRIMS.csv,seams,10-12 spi,#604,,,,,,,,none,none,none,none,,,dtm (military),,,,dtm (black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dtm (pink),,,,
27,L1TA-107-17_MOONAGE_090916_TRIMS.csv,topstitch,8-10 spi,#606,,,,,,,,none,none,none,none,,,dtm (military),,,,dtm (black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dtm (pink),,,,
28,L1TA-107-17_MOONAGE_090916_TRIMS.csv,marketing,description,ref number,,,,,,,,amount,0,0,0,,,military,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pink,,,,
29,L1TA-107-17_MOONAGE_090916_TRIMS.csv,lining left side seam,address label,sew as loop,,,,,,,,1,none,none,none,,,none,,,,address label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
30,L1TA-107-17_MOONAGE_090916_TRIMS.csv,lining left side seam,content label,sew as loop,,,,,,,,1,none,none,none,,,none,,,,content label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
31,L1TA-107-17_MOONAGE_090916_TRIMS.csv,lining left side seam,washing label,sew as loop,,,,,,,,1,none,none,none,,,none,,,,washing label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
32,L1TA-107-17_MOONAGE_090916_TRIMS.csv,front left belt loop to attach hang tags,clear zip tie,supplier // ,,,,,,,,1,none,none,none,,,none,,,,clear zip tie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
0,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,oxford,,"solis/  oxford l2-581 ,10k/10k, c6 +dwr",none,,,,none,none,none,,,,,a,,military,,,,black,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,broken twill,,"solis/  wl248 broken twill, 10k/10k, c6 +dwr",none,,,,none,none,none,,,,,a,,x,,,,x,,,,,,,,vintage camo broken twill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,ribbing,,leader collar / as last production,none,,,,none,none,none,,,,,"collar, sleeve hem",,military,,,,black,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,insulation,,supplier/ reference number,content,,,,0,0,0,,,,,location ,,military,,,,black,,,,,,,,vintage camo broken twill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,polyfill,,pinneco mantle,100% polyester,,,,none,none,none,,,,,upper body,,60g,,,,60g,,,,,,,,60g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,polyfill,,pinneco mantle,100% polyester,,,,none,none,none,,,,,sleeves,,60g,,,,60g,,,,,,,,60g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,polyfill,,pinneco mantle,100% polyester,,,,none,none,none,,,,,seat,,40g,,,,40g,,,,,,,,40g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,polyfill,,pinneco mantle,100% polyester,,,,none,none,none,,,,,knees (front),,40g,,,,40g,,,,,,,,40g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,seam tape,,supplier/ reference number,content,,,,0,0,0,,,,,location ,,military,,,,black,,,,,,,,vintage camo broken twill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,seam tape,,tsgs,none,,,,none,none,none,,,,,critically taped,,critically taped,,,,critically taped,,,,,,,,critically taped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,lining,,supplier/ reference number,content,,,,0,0,0,,,,,location ,,military,,,,black,,,,,,,,vintage camo broken twill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,solid quilted satin,,solis/ pr258,100% polyester,,,,none,none,none,,,,,upper body,,18-1250 tcx bombay,,,,18-1250 tcx bombay,,,,,,,,18-1250 tcx bombay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,solid 210t ,,solis/ sonp006-1 ,100% nylon,,,,none,none,none,,,,,sleeves,,18-1250 tcx bombay,,,,18-1250 tcx bombay,,,,,,,,18-1250 tcx bombay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,solid 210t ,,solis/ sonp006-1 ,100% nylon,,,,none,none,none,,,,,pants,,18-1250 tcx bombay,,,,18-1250 tcx bombay,,,,,,,,18-1250 tcx bombay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,solid 210t ,,solis / sonp006-pu03,100% nylon,,,,none,none,none,,,,,lower leg & gaiter,,black,,,,black,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,solid 210t ,,solis/ sonp006-1 ,100% nylon,,,,none,none,none,,,,,secondary pocket bags,,black,,,,black,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,brushed tricot,,supplier / ref code,100% polyester,,,,none,none,none,,,,,chin guard,,black,,,,black,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,brushed tricot,,supplier / ref code,100% polyester,,,,none,none,none,,,,,hand pocket bags,,black,,,,black,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,regular mesh,,1606b02 (als-16038),100% polyester,,,,none,none,none,,,,,leg vents,,black,,,,black,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,lower leg lining print (see pdf),,supplier/ reference number,content,,,,0,0,0,,,,,location ,,military,,,,black,,,,,,,,vintage camo broken twill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,L1TA-205-18_HELLDIVER_04_05_17_SHELL.csv,on coated 210t,,please source ,none,,,,none,none,none,,,,,lower leg front and back,,pantone 16-5807 tcx silt ,,,,pantone 16-5807 tcx silt ,,,,,,,,pantone 16-5807 tcx silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1TA-106-18_LALENA_04_04_17_SHELL.csv,ottoman,,"solis/ sotp080-2l32-i ottoman, 10k 10k dot lam, c6+ dwr",100% polyester,,,,none,none,,,,,,a,,military,ink,,bone,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1TA-106-18_LALENA_04_04_17_SHELL.csv,broken twill,,"solis/  wl248 broken twill, 10k/10k, c6 +dwr",100% polyester,,,,none,none,,,,,,b,,military,ink,,bone,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1TA-106-18_LALENA_04_04_17_SHELL.csv,insulation,,supplier/ reference number,content,,,,0,0,,,,,,location ,,military,ink,,bone,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1TA-106-18_LALENA_04_04_17_SHELL.csv,polyfill insulation ,,pinneco mantle 40g,100% polyester,,,,none,none,,,,,,all over,,pinneco mantle 40g,pinneco mantle 40g,,pinneco mantle 40g,pinneco mantle 40g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1TA-106-18_LALENA_04_04_17_SHELL.csv,seam tape,,supplier/ reference number,content,,,,0,0,,,,,,location ,,military,ink,,bone,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1TA-106-18_LALENA_04_04_17_SHELL.csv,seam tape,,tsgs ,none,,,,none,none,,,,,,critically seam taped,,critically seam taped,critically seam taped,,critically seam taped,critically seam taped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,L1TA-106-18_LALENA_04_04_17_SHELL.csv,lining,,supplier/ reference number,content,,,,0,0,,,,,,location ,,military,ink,,bone,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,L1TA-106-18_LALENA_04_04_17_SHELL.csv,printed satin,,solis/ pr258 womens print,100% polyester,,,,none,none,,,,,,hood,,solis/ pr258 womens print,solis/ pr258 womens print,,solis/ pr258 womens print,solis/ pr258 womens print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,L1TA-106-18_LALENA_04_04_17_SHELL.csv,printed satin,,solis/ pr258 womens print,100% polyester,,,,none,none,,,,,,center back panel,,solis/ pr258 womens print,solis/ pr258 womens print,,solis/ pr258 womens print,solis/ pr258 womens print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,L1TA-106-18_LALENA_04_04_17_SHELL.csv,solid 210t ,,solis/ sonp006-1 ,none,,,,none,none,,,,,,main body,,black,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,L1TA-106-18_LALENA_04_04_17_SHELL.csv,solid 210t ,,solis/ sonp006-1 ,100% nylon,,,,none,none,,,,,,sleeves,,black,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,L1TA-106-18_LALENA_04_04_17_SHELL.csv,solid 210t ,,solis/ sonp006-1 ,100% nylon,,,,none,none,,,,,,secondary pocket bags,,black,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,L1TA-106-18_LALENA_04_04_17_SHELL.csv,solid coated 210t,,solis / sonp006-pu03,100% nylon,,,,none,none,,,,,,lower body & powder skirt,,black,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,L1TA-106-18_LALENA_04_04_17_SHELL.csv,brushed tricot,,supplier / ref code,100% polyester,,,,none,none,,,,,,hand pocket bags,,black,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,L1TA-106-18_LALENA_04_04_17_SHELL.csv,brushed tricot,,supplier / ref code,100% polyester,,,,none,none,,,,,,chin guard,,black,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,L1TA-106-18_LALENA_04_04_17_SHELL.csv,regular mesh,,1606b02 (als-16038),100% polyester,,,,none,none,,,,,,underarm vents,,black,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,L1TA-106-18_LALENA_04_04_17_SHELL.csv,regular mesh ,,1606b02 (als-16038),100% polyester,,,,none,none,,,,,,goggle pocket,,black,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,L1TA-106-18_LALENA_04_04_17_SHELL.csv,stretch lycra,,supplier / ref code,content,,,,none,none,,,,,,sleeve gaiters,,black,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1-107-17_BARSTOW_SHELL.csv,insulation,item,supplier/ ref number,content,colorway 1 ,colorway 2,colorway 3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1-107-17_BARSTOW_SHELL.csv,seam tape,item,supplier/ ref number,content,colorway 1 ,colorway 2,colorway 3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1-107-17_BARSTOW_SHELL.csv,lining,item,supplier/ ref number,content,colorway 1 ,colorway 2,colorway 3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv, #5 coil zipper,,ykk / 1-way semi auto locking dalh,,,,,,,,1,none,none,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,fly ,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,
1,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way non locking / dadhr diecast wire,,,,,,,,1 per side = 2,none,none,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,hand pockets,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,
2,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way non locking / dadhr diecast wire,,,,,,,,1 per side = 2,none,none,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,back pockets,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,
3,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv, #5 coil zipper,,non ykk / 2-way non locking / dadhr diecast wire (zip down to close),,,,,,,,1,none,none,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,balls out venting,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,
4,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way non locking / dadhr diecast wire,,,,,,,,1 per side = 2,none,none,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,hem gusset ,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,
5,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,additional zipper pulls,,supplier/ reference number,,,,,,,,amount,0,0,,,,,ink,,,black,,location,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
6,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv, 11nt-045 / self fabric pull ,,factory made,,,,,,,,1 per side = 2,none,none,,,,,match to shell,,,match to shell,,hand pocket zippers,,,,,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,match to shell,,,,,,,,,,,,,
7,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv, 11nt-045 / self fabric pull ,,factory made,,,,,,,,1 per side = 2,none,none,,,,,match to shell,,,match to shell,,back pockets,,,,,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,match to shell,,,,,,,,,,,,,
8,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv, 11nt-045 / self fabric pull ,,factory made,,,,,,,,1 per side = 2,none,none,,,,,match to shell,,,match to shell,,balls out venting,,,,,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,match to shell,,,,,,,,,,,,,
9,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,branded trims,,supplier/ reference number,,,,,,,,amount,0,0,,,,,ink,,,black,,location,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
10,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,"l1-2018-trim-022
l1 19mm shank
black alloy
al023",,luks,,,,,,,,1,none,none,,,,,al023 alloy (d) ,,,al023 alloy (d) ,,front waist band,,,,,al023 alloy (d) ,,,,,,,,,,,,,,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,
11,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,"l1-2018-trim-007
large black faux leather hem wrap / artwork debossed 1mm and then painted gold. 3.8 cm x 2 cm",,please source,,,,,,,,1,none,none,,,,,"l1-2018-trim-007
large black faux leather hem wrap / artwork debossed 1mm and then painted gold. 3.8 cm x 2 cm",,,"l1-2018-trim-007
large black faux leather hem wrap / artwork debossed 1mm and then painted gold. 3.8 cm x 2 cm",,back right hand pocket welt,,,,,"l1-2018-trim-007
large black faux leather hem wrap / artwork debossed 1mm and then painted gold. 3.8 cm x 2 cm",,,,,,,,,,,,,,,,,,,,,,,,,"l1-2018-trim-007
large black faux leather hem wrap / artwork debossed 1mm and then painted gold. 3.8 cm x 2 cm",,,,,,,,,,,,,
12,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,"l1-2018-trim-027
l1 faux leather patch
black ",,please source,,,,,,,,1,none,none,,,,,"l1-2018-trim-027
l1 faux leather patch
black ",,,"l1-2018-trim-027
l1 faux leather patch
black ",,back left knee,,,,,"l1-2018-trim-027
l1 faux leather patch
black ",,,,,,,,,,,,,,,,,,,,,,,,,"l1-2018-trim-027
l1 faux leather patch
black ",,,,,,,,,,,,,
13,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,"l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  ",,please source,,,,,,,,1,none,none,,,,,match to shell,,,match to shell,,hem front left leg,,,,,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,match to shell,,,,,,,,,,,,,
14,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,trims,,supplier/ reference number,,,,,,,,amount,0,0,,,,,ink,,,black,,location,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
15,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,15mm metal snap,,luk's / 404,,,,,,,,1 per side = 2,none,none,,,,,al023 alloy (d) ,,,al023 alloy (d) ,,back gaiter/ pant hem,,,,,al023 alloy (d) ,,,,,,,,,,,,,,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,
16,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,boot hook,,suppler,,,,,,,,1 per side = 2,none,none,,,,,al023 alloy (d) ,,,al023 alloy (d) ,,front gaiter,,,,,al023 alloy (d) ,,,,,,,,,,,,,,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,
17,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,keyclip,,as last year production,,,,,,,,1,none,none,,,,,black,,,black,,right leg pocket,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
18,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,notions,,supplier/ reference number,,,,,,,,amount,0,0,,,,,ink,,,black,,location,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
19,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,self fabric tab 1x1,,factory,,,,,,,,1 per side = 2,none,none,,,,,match to shell,,,match to shell,,front gaiter under boot hook,,,,,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,match to shell,,,,,,,,,,,,,
